geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
hsa05215	Prostate cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05215+5155+5605+1950+207+572+5970+1387+83439+842+3320+898+2950+3845+5894+1147+10000+5154+4193+2033+5295+6935+6655+2885+5594+1385+5925+596	0.5239647216174971	1.717070847834266	0	0.0931978151253847	60	./Project_IK_24_vs_C_24_gsea_GSEA/hsa05215.png	27	5155;5605;1950;207;572;5970;1387;83439;842;3320;898;2950;3845;5894;1147;10000;5154;4193;2033;5295;6935;6655;2885;5594;1385;5925;596	AKT1;AKT3;BAD;BCL2;CASP9;CCNE1;CHUK;CREB1;CREBBP;EGF;EP300;GRB2;GSTP1;HSP90AA1;KRAS;MAP2K2;MAPK1;MDM2;PDGFA;PDGFB;PIK3R1;RAF1;RB1;RELA;SOS2;TCF7L1;ZEB1
hsa04750	Inflammatory mediator regulation of TRP channels	http://www.kegg.jp/kegg-bin/show_pathway?hsa04750+5499+6714+115+5579+5606+5578+5331+5583+5295+41+624+801+8681+817+5599+5501+3710+5601+23236+5732+5029+5335+3358+3709+109	0.5303631897915987	1.6875759858205337	0.006825938558787328	0.0941999421697437	50	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04750.png	25	5499;6714;115;5579;5606;5578;5331;5583;5295;41;624;801;8681;817;5599;5501;3710;5601;23236;5732;5029;5335;3358;3709;109	ADCY3;ADCY9;ASIC1;BDKRB2;CALM1;CAMK2D;HTR2C;ITPR2;ITPR3;JMJD7-PLA2G4B;MAP2K3;MAPK8;MAPK9;P2RY2;PIK3R1;PLCB1;PLCB3;PLCG1;PPP1CA;PPP1CC;PRKCA;PRKCB;PRKCH;PTGER2;SRC
hsa01521	EGFR tyrosine kinase inhibitor resistance	http://www.kegg.jp/kegg-bin/show_pathway?hsa01521+5155+4763+5605+6714+1950+207+581+5579+572+5578+2065+2261+9542+3845+5894+10000+5154+5295	0.4996104098740141	1.6216723299227689	0.0022099447489392875	0.09727790380598911	57	./Project_IK_24_vs_C_24_gsea_GSEA/hsa01521.png	18	5155;4763;5605;6714;1950;207;581;5579;572;5578;2065;2261;9542;3845;5894;10000;5154;5295	AKT1;AKT3;BAD;BAX;EGF;ERBB3;FGFR3;KRAS;MAP2K2;NF1;NRG2;PDGFA;PDGFB;PIK3R1;PRKCA;PRKCB;RAF1;SRC
hsa05170	Human immunodeficiency virus 1 infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05170+5881+3456+5605+5829+2767+2788+920+207+581+5579+5606+572+5970+5058+5578+94235+842+4773+1234+3845+59345+2793+5894+5880+1147+10000+5295+1072+1174+9616+801+5599+2783+2782+3710+3984+5747+5601+5062+51135+5594+29110+6891+596+5335+598+162+23118+6892+5604+25939+3709+9133+8905+8450+91860+841+5879+27350+3107+7132+6199	0.43150027810891406	1.5458530751789323	0	0.09796551045763802	136	./Project_IK_24_vs_C_24_gsea_GSEA/hsa05170.png	62	5881;3456;5605;5829;2767;2788;920;207;581;5579;5606;572;5970;5058;5578;94235;842;4773;1234;3845;59345;2793;5894;5880;1147;10000;5295;1072;1174;9616;801;5599;2783;2782;3710;3984;5747;5601;5062;51135;5594;29110;6891;596;5335;598;162;23118;6892;5604;25939;3709;9133;8905;8450;91860;841;5879;27350;3107;7132;6199	AKT1;AKT3;AP1B1;AP1S1;AP1S2;APOBEC3C;BAD;BAX;BCL2;BCL2L1;CALM1;CALML4;CASP8;CASP9;CCNB2;CCR5;CD4;CFL1;CHUK;CUL4B;GNA11;GNB1;GNB2;GNB4;GNG7;GNG8;GNGT2;HLA-C;IFNB1;IRAK4;ITPR2;ITPR3;KRAS;LIMK1;MAP2K1;MAP2K2;MAP2K3;MAPK1;MAPK8;MAPK9;NFATC2;PAK1;PAK2;PIK3R1;PLCG1;PRKCA;PRKCB;PTK2;PXN;RAC1;RAC2;RAC3;RAF1;RELA;RNF7;RPS6KB2;SAMHD1;TAB2;TAP2;TAPBP;TBK1;TNFRSF1A
hsa04923	Regulation of lipolysis in adipocytes	http://www.kegg.jp/kegg-bin/show_pathway?hsa04923+2167+115+207+3667+3643+10000+57104+51099+5295	0.5367206924079676	1.5479064870304755	0.015700483072825504	0.0983963491679969	27	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04923.png	9	2167;115;207;3667;3643;10000;57104;51099;5295	ABHD5;ADCY9;AKT1;AKT3;FABP4;INSR;IRS1;PIK3R1;PNPLA2
hsa04024	cAMP signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04024+5881+2891+5605+56670+5499+116444+115+207+488+572+5970+5058+1387+5141+5021+6752+5894+5880+10000+2033+5295+478+2696+801+817+64411+5599+5465+5501+84876	0.4432333972260818	1.549573852122675	0	0.09969547757429291	97	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04024.png	30	5881;2891;5605;56670;5499;116444;115;207;488;572;5970;5058;1387;5141;5021;6752;5894;5880;10000;2033;5295;478;2696;801;817;64411;5599;5465;5501;84876	ADCY9;AKT1;AKT3;ARAP3;ATP1A3;ATP2A2;BAD;CALM1;CAMK2D;CREBBP;EP300;GIPR;GRIA2;GRIN3B;MAP2K2;MAPK8;ORAI1;OXTR;PAK1;PDE4A;PIK3R1;PPARA;PPP1CA;PPP1CC;RAC2;RAC3;RAF1;RELA;SSTR2;SUCNR1
hsa04810	Regulation of actin cytoskeleton	http://www.kegg.jp/kegg-bin/show_pathway?hsa04810+93408+5881+5155+5605+5499+6714+5829+5305+1950+4478+87+5058+23191+2261+10672+26999+27006+54961+3845+5894+22801+5880+998+3674+5154+10094+8826+2254+5295+5217+2768+3693+1072+624+23396+6655+5501+3678+9138+3984+5747+5062+5594+3655	0.44444992502477465	1.5559435706889768	0.0020811654504878613	0.10017814833091963	127	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04810.png	44	93408;5881;5155;5605;5499;6714;5829;5305;1950;4478;87;5058;23191;2261;10672;26999;27006;54961;3845;5894;22801;5880;998;3674;5154;10094;8826;2254;5295;5217;2768;3693;1072;624;23396;6655;5501;3678;9138;3984;5747;5062;5594;3655	ACTN1;ARHGEF1;ARPC3;BDKRB2;CDC42;CFL1;CYFIP1;CYFIP2;EGF;FGF22;FGF9;FGFR3;GNA12;GNA13;IQGAP1;ITGA11;ITGA2B;ITGA5;ITGA6;ITGB5;KRAS;LIMK1;MAP2K2;MAPK1;MSN;MYL10;PAK1;PAK2;PDGFA;PDGFB;PFN2;PIK3R1;PIP4K2A;PIP5K1C;PPP1CA;PPP1CC;PTK2;PXN;RAC2;RAC3;RAF1;SOS2;SRC;SSH3
hsa04550	Signaling pathways regulating pluripotency of stem cells	http://www.kegg.jp/kegg-bin/show_pathway?hsa04550+7473+5605+8325+8313+207+8312+3625+1855+2261+3845+84108+5894+10000+463+5295+7994+84333+3399+91+4086+6498+6926+657+8323+2885+5594+7471+8326+1856+659+652+7483+6774+84759+10336+5604	0.45229596313212816	1.5524545802153285	0.004219409278249569	0.10024610867070952	85	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04550.png	36	7473;5605;8325;8313;207;8312;3625;1855;2261;3845;84108;5894;10000;463;5295;7994;84333;3399;91;4086;6498;6926;657;8323;2885;5594;7471;8326;1856;659;652;7483;6774;84759;10336;5604	ACVR1B;AKT1;AKT3;AXIN1;AXIN2;BMP4;BMPR1A;BMPR2;DVL1;DVL2;FGFR3;FZD6;FZD8;FZD9;GRB2;ID3;INHBB;KAT6A;KRAS;MAP2K1;MAP2K2;MAPK1;PCGF1;PCGF3;PCGF5;PCGF6;PIK3R1;RAF1;SKIL;SMAD1;STAT3;TBX3;WNT1;WNT3;WNT9A;ZFHX3
hsa04623	Cytosolic DNA-sensing pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04623+3456+11128+5970+3665+11035+1147+51728+661+51082+171568+5434+3606+3569+29110+9533+5440	0.5290344235860649	1.5614288313897304	0.014723926362301932	0.10069521004984816	32	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04623.png	16	3456;11128;5970;3665;11035;1147;51728;661;51082;171568;5434;3606;3569;29110;9533;5440	CHUK;IFNB1;IL18;IL6;IRF7;POLR1C;POLR1D;POLR2E;POLR2K;POLR3A;POLR3D;POLR3H;POLR3K;RELA;RIPK3;TBK1
hsa05219	Bladder cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05219+5605+6714+1950+1890+7057+2261+3845+5894+4193	0.5281602286145761	1.5582580789688185	0.01746216528816977	0.10082113871282977	31	./Project_IK_24_vs_C_24_gsea_GSEA/hsa05219.png	9	5605;6714;1950;1890;7057;2261;3845;5894;4193	EGF;FGFR3;KRAS;MAP2K2;MDM2;RAF1;SRC;THBS1;TYMP
hsa00601	Glycosphingolipid biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00601+2529+8706+6489+8707	-0.649091048083027	-1.875336988031109	0.0035335688921075306	0.10959870230622752	12	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00601.png	4	2529;8706;6489;8707	B3GALNT1;B3GALT2;FUT7;ST8SIA1
hsa00140	Steroid hormone biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00140+8644+1645+54577	-0.5411499173613672	-1.6882235945096173	0.028455284437173642	0.21426052613019256	15	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00140.png	3	8644;1645;54577	AKR1C1;AKR1C3;UGT1A7
hsa04640	Hematopoietic cell lineage	http://www.kegg.jp/kegg-bin/show_pathway?hsa04640+3113+2812+3563+1438+3673+1380+951+912+3122+913+911+3675	-0.37312379171752347	-1.54421157075501	0.00763358772798788	0.2769588828549263	48	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04640.png	12	3113;2812;3563;1438;3673;1380;951;912;3122;913;911;3675	CD1C;CD1D;CD1E;CD37;CR2;CSF2RA;GP1BB;HLA-DPA1;HLA-DRA;IL3RA;ITGA2;ITGA3
hsa00330	Arginine and proline metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00330+217+8974+54498+8659+79814+2806+383	-0.4431481686420492	-1.570280112053771	0.03940886680094154	0.31069421915038675	26	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00330.png	7	217;8974;54498;8659;79814;2806;383	AGMAT;ALDH2;ALDH4A1;ARG1;GOT2;P4HA2;SMOX
hsa00900	Terpenoid backbone biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00900+3156+2224+2342+10654+3422	-0.4263446956783922	-1.2980584562423538	0.13865546160228798	0.49730822577990924	15	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00900.png	5	3156;2224;2342;10654;3422	FDPS;FNTB;HMGCR;IDI1;PMVK
hsa00770	Pantothenate and CoA biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00770+8875+8876+79717	-0.45791937974023533	-1.3133396809757336	0.14117647003460207	0.5155335355102617	12	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00770.png	3	8875;8876;79717	PPCS;VNN1;VNN2
hsa04080	Neuroactive ligand-receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04080+2903+706+7068+5737+1139+1901+1812+1268+2560+59340+10203+147+5746+6869+2562+286530+2557+2743+1394	-0.2782924962555313	-1.329654436353094	0.034090908703512404	0.5419282036815009	91	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04080.png	19	2903;706;7068;5737;1139;1901;1812;1268;2560;59340;10203;147;5746;6869;2562;286530;2557;2743;1394	ADRA1B;CALCRL;CHRNA7;CNR1;CRHR1;DRD1;GABRA4;GABRB1;GABRB3;GLRB;GRIN2A;HRH4;P2RY8;PTGFR;PTH2R;S1PR1;TACR1;THRB;TSPO
hsa00830	Retinol metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00830+316+128+29785+1577+54884+10170+54577	-0.3957781943300036	-1.2597988100083273	0.18315018247930337	0.5508569010508498	16	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00830.png	7	316;128;29785;1577;54884;10170;54577	ADH5;AOX1;CYP2S1;CYP3A5;DHRS9;RETSAT;UGT1A7
hsa00620	Pyruvate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00620+4190+217+3948+9380+134526	-0.3363529086834839	-1.239230862855216	0.1770833324110243	0.5610089184389205	29	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00620.png	5	4190;217;3948;9380;134526	ACOT12;ALDH2;GRHPR;LDHC;MDH1
hsa04610	Complement and coagulation cascades	http://www.kegg.jp/kegg-bin/show_pathway?hsa04610+2152+3687+11326+5054+710+1191+1380+2162	-0.37716943294530075	-1.33568128468593	0.07999999954285715	0.6121729318005502	27	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04610.png	8	2152;3687;11326;5054;710;1191;1380;2162	CLU;CR2;F13A1;F3;ITGAX;SERPINE1;SERPING1;VSIG4
hsa00220	Arginine biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00220+2806+383	-0.41493575987687176	-1.1806525677566801	0.24199288170109295	0.6336673411925545	12	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00220.png	2	2806;383	ARG1;GOT2
hsa05323	Rheumatoid arthritis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05323+7099+245973+535+2353+3109+7042+6374+3683+537+528+51382+3113+3725+7097+245972+10673+3122+1513+8600	-0.2872870433490856	-1.195385819154562	0.1705426343368788	0.6355408232832593	51	./Project_IK_24_vs_C_24_gsea_GSEA/hsa05323.png	19	7099;245973;535;2353;3109;7042;6374;3683;537;528;51382;3113;3725;7097;245972;10673;3122;1513;8600	ATP6AP1;ATP6V0A1;ATP6V0D2;ATP6V1C1;ATP6V1C2;ATP6V1D;CTSK;CXCL5;FOS;HLA-DMB;HLA-DPA1;HLA-DRA;ITGAL;JUN;TGFB2;TLR2;TLR4;TNFSF11;TNFSF13B
hsa05320	Autoimmune thyroid disease	http://www.kegg.jp/kegg-bin/show_pathway?hsa05320+3117+3586+958+3133+3109+3113+3002+3122	-0.36122072916504006	-1.1543203297685027	0.23999999893333335	0.6679596586501164	17	./Project_IK_24_vs_C_24_gsea_GSEA/hsa05320.png	8	3117;3586;958;3133;3109;3113;3002;3122	CD40;GZMB;HLA-DMB;HLA-DPA1;HLA-DQA1;HLA-DRA;HLA-E;IL10
hsa05330	Allograft rejection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05330+3117+3586+958+3133+3592+3109+3113+3002+3122	-0.41377006204460337	-1.342949907415146	0.09871244592827276	0.7041963467099231	17	./Project_IK_24_vs_C_24_gsea_GSEA/hsa05330.png	9	3117;3586;958;3133;3592;3109;3113;3002;3122	CD40;GZMB;HLA-DMB;HLA-DPA1;HLA-DQA1;HLA-DRA;HLA-E;IL10;IL12A
hsa00590	Arachidonic acid metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00590+2882+1573+4056+9536+5742+2053+8644	-0.30883163039396444	-1.100467328658997	0.2903225790842872	0.8130051484589886	25	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00590.png	7	2882;1573;4056;9536;5742;2053;8644	AKR1C3;CYP2J2;EPHX2;GPX7;LTC4S;PTGES;PTGS1
hsa00980	Metabolism of xenobiotics by cytochrome P450	http://www.kegg.jp/kegg-bin/show_pathway?hsa00980+1645+54577	-0.30215267836202525	-1.052278834364357	0.38139534706327743	0.8939815717527578	23	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00980.png	2	1645;54577	AKR1C1;UGT1A7
hsa00630	Glyoxylate and dicarboxylate metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00630+50+4190+2731+9380	-0.28491168702567427	-0.9450958323390541	0.5248868754530006	0.9252500176317089	20	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00630.png	4	50;4190;2731;9380	ACO2;GLDC;GRHPR;MDH1
hsa00100	Steroid biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00100+6713+2222+1718+1591+1595+6307	-0.3343946747812824	-1.0276900893683747	0.40254237117566793	0.9378972032191583	16	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00100.png	6	6713;2222;1718;1591;1595;6307	CYP24A1;CYP51A1;DHCR24;FDFT1;MSMO1;SQLE
hsa03010	Ribosome	http://www.kegg.jp/kegg-bin/show_pathway?hsa03010+51373+51021+11224+6233+51318+6203+6146+6187+51263+6132+54460+6128+6125+51023+6231+6201+3921+6161+6210+28998+6129+6205+6144+64965+6235+6173+6165+6156+6136+51121+6170+6194+6188	-0.2202675446819132	-1.0542213744518418	0.31034482223543414	0.9409073277382045	108	./Project_IK_24_vs_C_24_gsea_GSEA/hsa03010.png	33	51373;51021;11224;6233;51318;6203;6146;6187;51263;6132;54460;6128;6125;51023;6231;6201;3921;6161;6210;28998;6129;6205;6144;64965;6235;6173;6165;6156;6136;51121;6170;6194;6188	MRPL13;MRPL30;MRPL35;MRPS16;MRPS17;MRPS18C;MRPS21;MRPS9;RPL12;RPL21;RPL22;RPL26L1;RPL30;RPL32;RPL35;RPL35A;RPL36A;RPL39;RPL5;RPL6;RPL7;RPL8;RPS11;RPS15A;RPS2;RPS26;RPS27A;RPS29;RPS3;RPS6;RPS7;RPS9;RPSA
hsa00450	Selenocompound metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00450+1491+10587+92935	-0.27171440273867126	-0.7379223439678757	0.7901639318355281	0.9544884905629668	10	./Project_IK_24_vs_C_24_gsea_GSEA/hsa00450.png	3	1491;10587;92935	CTH;MARS2;TXNRD2
