Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	C0_R1.raw	C0_R2.raw	C4_R1.raw	C4_R2.raw	C0_R1.pseudo	C0_R2.pseudo	C4_R1.pseudo	C4_R2.pseudo
Interval_322	chr1	9736762	9737884	+	1123	77.8794414323484	-1.57115631719721	0.316206605237986	-4.96876501366792	6.7380664760155e-07	1.76146050803249e-05	96	203	26	27	109.097274745159	124.66885641857	41.4864452005149	37.6634132826173
Interval_338	chr1	10064665	10065685	+	1021	128.912823704933	-1.01901182705765	0.239914319625379	-4.2473989407919	2.16266664091193e-05	0.000341869610720736	156	385	57	81	177.283071460884	236.440934586944	90.9510529395904	112.990239847852
Interval_344	chr1	10217877	10218797	+	921	111.033219658859	-1.30718421037116	0.277654961229526	-4.70794472601037	2.50226926752057e-06	5.45189109769742e-05	135	336	44	55	153.41804261038	206.348452003151	70.2078303393329	76.7217677979241
Interval_345	chr1	10251359	10254475	+	3117	190.09115987598	-0.982897140040942	0.233761097295645	-4.20470793220927	2.61419512238618e-05	0.000400069831204034	214	488	85	100	243.196008286084	299.696561242672	135.628763155529	139.494123268953
Interval_347	chr1	10328086	10329430	+	1345	51.4119395906015	-1.2257452084583	0.357702252450096	-3.42671928975147	0.000610920257775956	0.0054417917556657	64	153	23	25	72.7315164967728	93.9622415371491	36.6995476773786	34.8735308172382
Interval_351	chr1	10403646	10404226	+	581	71.4284297409713	1.09249743214557	0.305725917252945	3.57345377180332	0.000352303463863972	0.00348582935420996	36	90	68	69	40.9114780294347	55.2719067865583	108.503010524424	96.2509450555776
Interval_356	chr1	10484242	10485385	+	1144	206.11368626741	-1.48198467238614	0.235835660819273	-6.28397192874839	3.30030323903437e-10	2.21660464844932e-08	254	658	74	93	288.653206096567	404.099051839504	118.076805570696	129.729534640126
Interval_360	chr1	10514580	10516361	+	1782	144.547811535775	-1.25559686402899	0.282011900006867	-4.4522832688919	8.4961979517036e-06	0.000155442922578716	138	411	48	68	156.827332446166	252.408374325283	76.5903603701814	94.856003822888
Interval_366	chr1	10965023	10966934	+	1912	171.062437227148	-0.817220164420499	0.233246788275999	-3.5036716709406	0.000458890765863655	0.00432709107507969	153	394	70	90	173.873781625097	241.9681252656	111.694275539848	125.544710942058
Interval_387	chr1	11735751	11737553	+	1803	392.041326401254	0.779580919615023	0.180998136865156	4.30712123957283	1.65392966766504e-05	0.000273237970096498	227	425	324	277	257.969597574491	261.006226492081	516.984932498724	386.398721455
Interval_396	chr1	11850994	11851963	+	970	50.4351413302068	-1.4717208187985	0.381248002080056	-3.86027155753977	0.000113261084023144	0.00136281926552053	66	160	21	21	75.0043763872969	98.2611676205481	33.5082826619543	29.2937658864801
Interval_398	chr1	11907791	11910969	+	3179	796.780103226454	0.5722582942102	0.157482468604626	3.63379047382668	0.000279287693941351	0.00287328089448703	627	1378	735	819	712.541575679321	846.274306131971	1172.7898931684	1142.45686957273
Interval_406	chr1	12087598	12089217	+	1620	78.2429667189604	1.57683189527383	0.284953793934692	5.53364064222713	3.13651261702202e-08	1.22350825346704e-06	29	71	68	87	32.9564684126002	43.6033931316182	108.503010524424	121.359887243989
Interval_409	chr1	12132137	12134013	+	1877	74.626435541781	0.9654074600078	0.299701778549113	3.2212269966546	0.0012764300582578	0.00991686109441978	43	66	63	54	48.8664876462692	40.5327316434761	100.524847985863	75.3268265652346
Interval_412	chr1	12152417	12153726	+	1310	212.165601767554	0.796813539259966	0.19408929289137	4.10539668309233	4.0362165153476e-05	0.000576620425205638	167	234	200	184	189.783800858766	143.706957645052	319.126501542422	256.669186814874
Interval_413	chr1	12157421	12157983	+	563	57.7332426855608	2.12073998848581	0.340976224030188	6.21961250969233	4.98384145307186e-10	3.18818241168682e-08	20	38	51	85	22.7285989052415	23.3370273098802	81.3772578933177	118.57000477861
Interval_416	chr1	12177613	12179395	+	1783	223.958093134655	0.765000419479594	0.221489903678858	3.45388393228424	0.000552575139956963	0.00502905877543001	141	262	161	207	160.236622281952	160.902661978648	256.89683374165	288.752835166733
Interval_420	chr1	12208424	12209692	+	1269	52.9555637377517	1.11939748111063	0.314660890308507	3.55747255406645	0.000374440209365872	0.00366324282622861	31	61	58	48	35.2293283031243	37.462070155334	92.5466854473025	66.9571791690974
Interval_424	chr1	12344242	12345888	+	1647	110.439934261272	-1.46277151061202	0.277542803039679	-5.27043574753726	1.3610026363822e-07	4.41862857509624e-06	151	444	54	54	171.600921734573	272.674740147021	86.164155416454	75.3268265652346
Interval_430	chr1	12525222	12525891	+	670	33.0803227220842	-1.62631088479044	0.430003193741866	-3.78209024597787	0.000155516956513118	0.00177547623993013	57	104	15	13	64.7765068799382	63.8697589533563	23.9344876156817	18.1342360249639
Interval_431	chr1	12528264	12529524	+	1261	41.107518418002	-1.26685601111015	0.371795206715675	-3.40740275352435	0.000655842741386164	0.00577101681477035	55	120	21	17	62.5036469894141	73.6958757154111	33.5082826619543	23.714000955722
Interval_434	chr1	12595227	12596813	+	1587	213.614888253267	-1.61337146113815	0.238135683893111	-6.77500925003044	1.24398300603084e-11	1.18169746802055e-09	286	672	78	84	325.018964344953	412.696904006302	124.459335601545	117.175063545921
Interval_442	chr1	13593539	13594424	+	886	204.337374551385	0.846113442129511	0.225600871687477	3.75048835494583	0.000176490501872418	0.00196757422584581	93	255	124	197	105.687984909373	156.603735895249	197.858430956302	274.803422839837
Interval_443	chr1	13604862	13606042	+	1181	81.7428668115875	2.55983649460163	0.343071748202521	7.46151937025871	8.55303852746824e-14	1.3183366654678e-11	11	26	51	64	12.5007293978828	15.9674397383391	81.3772578933177	89.2762388921299
Interval_456	chr1	13825699	13826656	+	958	42.1644705402124	-1.56303805178243	0.381897946864564	-4.09281606412183	4.26165768678835e-05	0.000603782656629496	58	127	15	18	65.9129368252003	77.9948017988101	23.9344876156817	25.1089421884115
Interval_457	chr1	14120622	14121335	+	714	21.2535627074503	1.86965435135284	0.531664681218174	3.51660438882079	0.000437104741142415	0.00415459577585669	9	11	28	14	10.2278695073587	6.75545527391268	44.6777102159391	19.5291772576534
Interval_459	chr1	14516463	14518613	+	2151	36.8827602791838	2.36293064841428	0.40330212064071	5.85895914621123	4.65777254057476e-09	2.30151729979008e-07	13	21	41	54	14.773589288407	12.8967782501969	65.4209328161966	75.3268265652346
Interval_465	chr1	14741272	14742963	+	1692	157.518268720762	0.970000400814131	0.227607614117053	4.26172210704376	2.02857601189345e-05	0.000324358752386797	81	157	102	148	92.050825566228	96.4187707276628	162.754515786635	206.45130243805
Interval_470	chr1	14873425	14874292	+	868	74.4708673804002	-1.22379936639024	0.292467875128448	-4.18438902341927	2.85934089027575e-05	0.000430838157203032	92	305	32	52	104.551554964111	187.31035077667	51.0602402467876	72.5369440998556
Interval_478	chr1	15075682	15076221	+	540	25.1952626026259	-2.20408182394376	0.542083059917242	-4.06594853615284	4.78374923362718e-05	0.000666589871987635	39	73	6	7	44.3207678652209	44.8316577268751	9.57379504627267	9.76458862882671
Interval_487	chr1	15177303	15179598	+	2296	162.323070566889	1.27753353288658	0.234163732134159	5.45572758532329	4.87727181003224e-08	1.80314056998462e-06	78	118	123	137	88.6415357304418	72.4676111201542	196.26279844859	191.106948878466
Interval_492	chr1	15231421	15232360	+	940	88.3450977392154	1.38408143199976	0.298001294857124	4.64454838246042	3.40821173455669e-06	7.12313648846462e-05	38	83	82	84	43.1843379199588	50.9729807031593	130.841865632393	117.175063545921
Interval_499	chr1	15289660	15290955	+	1296	117.454576428745	1.12979071935194	0.257736985468389	4.38350249693017	1.1678630972489e-05	0.000203121004608289	51	95	79	92	57.9579272083658	58.3425682747004	126.054968109257	128.334593407437
Interval_500	chr1	15299304	15300201	+	898	62.6996261584336	1.41105908409046	0.350808741995994	4.02230308190716	5.76318318460741e-05	0.000777589177533238	19	36	34	44	21.5921689599794	22.1087627146233	54.2515052622118	61.3774142383393
Interval_504	chr1	15337724	15338226	+	503	35.2303536757287	1.40634204377209	0.421565291915196	3.3360005454505	0.00084992997016567	0.00712237135628102	12	29	24	33	13.6371593431449	17.8098366312243	38.2951801850907	46.0330606787545
Interval_512	chr1	15421421	15421993	+	573	69.8873586935566	-1.68786739063315	0.316541145594114	-5.33222114763375	9.70186832392566e-08	3.28359233326959e-06	127	240	27	34	144.326603048283	147.391751430822	43.082077708227	47.428001911444
Interval_514	chr1	15432813	15433311	+	499	53.7584190984744	1.22167556089269	0.331922200989362	3.68060815833118	0.000232678336011047	0.00247176310506998	19	60	39	54	21.5921689599794	36.8479378577055	62.2296678007724	75.3268265652346
Interval_540	chr1	15948706	15951134	+	2429	483.217030836094	0.642399009385616	0.178066677868323	3.60763179880661	0.000309004580690884	0.00312869996985241	275	617	329	399	312.51823494707	378.919627636739	524.963095037285	556.581551843122
Interval_542	chr1	15974988	15976441	+	1454	193.552713594311	0.677397365972889	0.210205438772486	3.22254918773088	0.00127055348720765	0.00988524096208937	105	255	123	177	119.325144252518	156.603735895249	196.26279844859	246.904598186047
Interval_552	chr1	16164252	16164886	+	635	83.3145165242379	1.18810452498577	0.355087663597348	3.34594706261894	0.000820020495964472	0.00691845920521707	29	71	44	76	32.9564684126002	43.6033931316182	70.2078303393329	106.015533684404
Interval_572	chr1	16512620	16514691	+	2072	829.384226976024	0.77643170317446	0.135204593010626	5.74264295232515	9.32101310831571e-09	4.24064761558705e-07	713	1152	934	809	810.274550971859	707.480406867946	1490.32076220311	1128.50745724583
Interval_573	chr1	16540295	16541141	+	847	42.843919653271	-1.33557635875124	0.410529461965758	-3.253302095192	0.00114072153703901	0.00906590291768561	66	99	20	17	75.0043763872969	60.7990974652141	31.9126501542422	23.714000955722
Interval_575	chr1	16601026	16602985	+	1960	75.3075671083764	-1.97928644717795	0.350096748002945	-5.65354136668903	1.57175261604219e-08	6.67701988659661e-07	78	333	22	26	88.6415357304418	204.506055110266	35.1039151696665	36.2684720499278
Interval_588	chr1	16895610	16897419	+	1810	943.492593418251	0.831334735723567	0.131182224027672	6.33725142171858	2.33900142987067e-10	1.63797955081233e-08	845	1187	1134	879	960.283303746453	728.975037284941	1809.44726374553	1226.1533435341
Interval_595	chr1	17013826	17014278	+	453	54.6033314999302	-1.54947062803565	0.343973427142431	-4.50462304866956	6.6490861985481e-06	0.000126488670354063	74	166	18	25	84.0958159493935	101.945961406319	28.721385138818	34.8735308172382
Interval_628	chr1	17551481	17552301	+	821	42.7894579687186	1.6290605652194	0.44092937574656	3.69460656247081	0.000220227520820818	0.00235962571721479	21	20	21	53	23.8650288505036	12.2826459525685	33.5082826619543	73.9318853325451
Interval_629	chr1	17553496	17555093	+	1598	45.5810759222859	1.46745286192572	0.401656422524927	3.65350279400711	0.000258686972283091	0.00269298256762587	23	22	26	44	26.1378887410277	13.5109105478254	41.4864452005149	61.3774142383393
Interval_632	chr1	17585524	17586838	+	1315	74.705970058881	-1.1517025263827	0.316665938662357	-3.63696370770934	0.000275870782773251	0.00284266398309251	93	217	29	44	105.687984909373	133.266708585368	46.2733427236512	61.3774142383393
Interval_636	chr1	17629644	17631459	+	1816	388.765710192412	1.00260708085069	0.235627510841233	4.25505102214594	2.09001350690861e-05	0.000332433660011661	173	468	369	287	196.602380530339	287.413915290103	588.788395345769	400.348133781895
Interval_671	chr1	19450790	19451327	+	538	39.4714304033095	1.97156999463997	0.43285906940258	4.55476189365994	5.24449487564774e-06	0.000103644756182016	13	17	32	33	14.773589288407	10.4402490596832	51.0602402467876	46.0330606787545
Interval_675	chr1	19476474	19478735	+	2262	215.497081567993	-0.875741899908758	0.241422297355484	-3.62742758022581	0.000286259029099786	0.00293313652363744	172	436	75	96	195.465950585077	267.761681765994	119.672438078408	133.914358338195
Interval_677	chr1	19505113	19506407	+	1295	122.871224823805	-1.04091625779423	0.260136773636655	-4.00141911211725	6.29637196377671e-05	0.000837957568599011	122	340	52	61	138.644453321973	208.804981193665	82.9728904010298	85.0914151940613
Interval_698	chr1	20603096	20604957	+	1862	319.825454365624	0.887552890713915	0.21361704671043	4.15487857538375	3.25460333223188e-05	0.000480774503041035	111	310	163	236	126.14372392409	190.381012264812	260.088098757074	329.206130914729
Interval_708	chr1	20821359	20821921	+	563	32.400279299134	-1.42961236223654	0.435229675082137	-3.28473089976399	0.001020798170616	0.00827957199872885	39	102	12	15	44.3207678652209	62.6414943580994	19.1475900925453	20.9241184903429
Interval_710	chr1	20964118	20965428	+	1311	54.6141085401822	-1.76339480564775	0.363379829925045	-4.85275918041871	1.21755505905186e-06	2.93048721163116e-05	82	228	25	21	93.1872555114901	140.022163859281	39.8908126928028	29.2937658864801
Interval_727	chr1	21294098	21295266	+	1169	289.147984218506	1.11155156088588	0.236525630747156	4.69949729073598	2.60802681965655e-06	5.63440887592767e-05	139	327	235	292	157.963762391428	200.821261324495	374.973639312346	407.322839945343
Interval_729	chr1	21323930	21325862	+	1933	359.650604131488	1.36367040907255	0.190867054485051	7.14460865313639	9.02526451923573e-13	1.12917615876792e-10	123	265	235	293	139.780883267235	162.745058871533	374.973639312346	408.717781178032
Interval_731	chr1	21337678	21338616	+	939	97.2452536938121	-1.09687762838921	0.310264085832993	-3.53530324157347	0.00040730744994921	0.00392271199802059	78	229	40	33	88.6415357304418	140.636296156909	63.8253003084845	46.0330606787545
Interval_737	chr1	21586678	21587404	+	727	87.8566975920552	1.90835434134832	0.320925168066523	5.94641533677641	2.74078189588748e-09	1.43919982932226e-07	29	45	64	87	32.9564684126002	27.6359533932792	102.120480493575	121.359887243989
Interval_738	chr1	21607587	21608452	+	866	101.366357700221	0.898929940307675	0.277713869730557	3.23689249362962	0.00120838925685689	0.00950156542127535	36	109	57	81	40.9114780294347	66.9404204414984	90.9510529395904	112.990239847852
Interval_743	chr1	21672950	21674023	+	1074	68.955410608095	-1.29788692854912	0.339806704022095	-3.81948594064444	0.000133730081215562	0.00156194146658404	72	212	27	31	81.8229560588694	130.196047097226	43.082077708227	43.2431782133754
Interval_749	chr1	21791394	21792234	+	841	22.1318633802396	-2.24151704229098	0.544629264788773	-4.11567498702135	3.86047980382103e-05	0.000556258812181895	42	90	11	4	47.7300577010071	55.2719067865583	17.5519575848332	5.57976493075812
Interval_772	chr1	22635962	22637115	+	1154	208.709746815001	-0.947113773235011	0.25213857758407	-3.75632234587037	0.000172428573048556	0.00193185725124051	187	456	84	88	212.512399764008	280.044327718562	134.033130647817	122.754828476679
Interval_787	chr1	22850875	22852037	+	1163	62.4400817979643	-1.50461831610561	0.34088720416411	-4.41383043342763	1.01557515076205e-05	0.000180533495611098	65	152	17	23	73.8679464420348	93.3481092395207	27.1257526311059	32.0836483518592
Interval_790	chr1	23010512	23011386	+	875	57.1196988665472	1.80897957489698	0.358238592073643	5.04965019102438	4.42619826074943e-07	1.22437709680663e-05	14	44	51	55	15.910019233669	27.0218210956507	81.3772578933177	76.7217677979241
Interval_796	chr1	23167659	23170302	+	2644	280.23645236006	-0.72712156382428	0.197679459319425	-3.67828587920885	0.000234806693702825	0.00248988181568384	316	664	155	158	359.111862702815	407.783845625275	247.323038695377	220.400714764946
Interval_815	chr1	23559051	23561320	+	2270	255.611434826979	-0.698191774692347	0.207758792866945	-3.36058832965732	0.000777766566428711	0.00663559388493451	257	540	122	137	292.062495932353	331.63144071935	194.667165940878	191.106948878466
Interval_822	chr1	23720406	23721242	+	837	23.4061536124903	2.36889025865651	0.593625845844872	3.99054433906093	6.59218233111855e-05	0.000870409865901262	4	9	14	22	4.5457197810483	5.52719067865583	22.3388551079696	30.6887071191697
Interval_824	chr1	23732401	23732922	+	522	33.139831317838	1.31727150742028	0.397932442528707	3.31028930199691	0.000931995890562031	0.00768770158009931	22	25	31	34	25.0014587957656	15.3533074407106	49.4646077390755	47.428001911444
Interval_837	chr1	23951339	23952214	+	876	48.0790339504726	1.63839043207538	0.394734464350598	4.15061409641745	3.31584423825634e-05	0.000488326933448144	15	23	30	34	17.0464491789311	14.1250428454538	47.8689752313634	47.428001911444
Interval_844	chr1	24149877	24150904	+	1028	124.270690677616	0.893718873691074	0.242314756671553	3.6882560763828	0.000225796344872159	0.00240894439217958	83	119	100	106	94.3236854567522	73.0817434177827	159.563250771211	147.86377066509
Interval_851	chr1	24364970	24365846	+	877	71.0864526732855	1.15562719444394	0.310145324928855	3.72608290874296	0.000194478458903908	0.0021319119855856	37	72	66	64	42.0479079746967	44.2175254292466	105.311745508999	89.2762388921299
Interval_858	chr1	24487922	24488661	+	740	37.0204633869937	2.47274820720158	0.444213651288923	5.56657410240927	2.59796328929457e-08	1.03809756088395e-06	7	18	35	38	7.95500961683452	11.0543813573117	55.8471377699239	53.0077668422021
Interval_867	chr1	24724665	24725514	+	850	39.4658424700697	-1.43371948784798	0.388084292735202	-3.69435072402231	0.00022044935361591	0.00236079857106892	53	104	15	16	60.2307870988899	63.8697589533563	23.9344876156817	22.3190597230325
Interval_876	chr1	24801116	24802057	+	942	23.215547522621	-1.86936544020897	0.570403678188037	-3.27726750666695	0.00104817012300587	0.00846311015008204	29	79	8	7	32.9564684126002	48.5164515126456	12.7650600616969	9.76458862882671
Interval_880	chr1	24871935	24873161	+	1227	53.6695510952814	-1.29761458553764	0.346593419727545	-3.74391004467912	0.000181178541164361	0.00201354740521649	72	145	23	24	81.8229560588694	89.0491831561217	36.6995476773786	33.4785895845487
Interval_888	chr1	25022155	25023264	+	1110	239.23105976002	-0.963853563390753	0.218832690572952	-4.40452274688563	1.06017016856358e-05	0.000187203972492873	311	543	134	105	353.429712976505	333.473837612235	213.814756033423	146.468829432401
Interval_896	chr1	25140098	25140820	+	723	90.7968568686678	-1.25409855798271	0.367096253950185	-3.41626629116431	0.00063486132062618	0.00561482845140874	80	207	29	33	90.9143956209659	127.125385609084	46.2733427236512	46.0330606787545
Interval_915	chr1	25536611	25538709	+	2099	91.3166595764803	-1.00902254196856	0.27759649946227	-3.63485326336294	0.000278138898595448	0.00286387805335878	112	249	46	48	127.280153869352	152.918942109478	73.3990953547572	66.9571791690974
Interval_917	chr1	25549254	25550713	+	1460	192.62055083454	-0.915347483937589	0.239717171858687	-3.81844770168232	0.000134294046105186	0.00156719032276938	212	617	106	113	240.92314839556	378.919627636739	169.137045817484	157.628359293917
