userId	geneSymbol	geneName	entrezgene	gLink
EIF4EBP1	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1	1978	https://www.ncbi.nlm.nih.gov/gene/?term=1978
RNVU1-7	RNVU1-7	RNA, variant U1 small nuclear 7	26864	https://www.ncbi.nlm.nih.gov/gene/?term=26864
PROX2	PROX2	prospero homeobox 2	283571	https://www.ncbi.nlm.nih.gov/gene/?term=283571
CD9	CD9	CD9 molecule	928	https://www.ncbi.nlm.nih.gov/gene/?term=928
LOC102724566	LOC102724566	uncharacterized LOC102724566	102724566	https://www.ncbi.nlm.nih.gov/gene/?term=102724566
TGFBR2	TGFBR2	transforming growth factor beta receptor 2	7048	https://www.ncbi.nlm.nih.gov/gene/?term=7048
RNU1-2	RNU1-2	RNA, U1 small nuclear 2	26870	https://www.ncbi.nlm.nih.gov/gene/?term=26870
SELPLG	SELPLG	selectin P ligand	6404	https://www.ncbi.nlm.nih.gov/gene/?term=6404
CAMK1D	CAMK1D	calcium/calmodulin dependent protein kinase ID	57118	https://www.ncbi.nlm.nih.gov/gene/?term=57118
MIR4777	MIR4777	microRNA 4777	100616317	https://www.ncbi.nlm.nih.gov/gene/?term=100616317
LOC102723506	LOC102723506	uncharacterized LOC102723506	102723506	https://www.ncbi.nlm.nih.gov/gene/?term=102723506
GPRIN3	GPRIN3	GPRIN family member 3	285513	https://www.ncbi.nlm.nih.gov/gene/?term=285513
RNVU1-6	RNVU1-6	RNA, variant U1 small nuclear 6	101954276	https://www.ncbi.nlm.nih.gov/gene/?term=101954276
RNU5D-1	RNU5D-1	RNA, U5D small nuclear 1	26830	https://www.ncbi.nlm.nih.gov/gene/?term=26830
LOC101927712	LOC101927712	uncharacterized LOC101927712	101927712	https://www.ncbi.nlm.nih.gov/gene/?term=101927712
MICAL1	MICAL1	microtubule associated monooxygenase, calponin and LIM domain containing 1	64780	https://www.ncbi.nlm.nih.gov/gene/?term=64780
PISD	PISD	phosphatidylserine decarboxylase	23761	https://www.ncbi.nlm.nih.gov/gene/?term=23761
ST3GAL6	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	10402	https://www.ncbi.nlm.nih.gov/gene/?term=10402
SARDH	SARDH	sarcosine dehydrogenase	1757	https://www.ncbi.nlm.nih.gov/gene/?term=1757
RGCC	RGCC	regulator of cell cycle	28984	https://www.ncbi.nlm.nih.gov/gene/?term=28984
GDF15	GDF15	growth differentiation factor 15	9518	https://www.ncbi.nlm.nih.gov/gene/?term=9518
RAD51B	RAD51B	RAD51 paralog B	5890	https://www.ncbi.nlm.nih.gov/gene/?term=5890
P2RX1	P2RX1	purinergic receptor P2X 1	5023	https://www.ncbi.nlm.nih.gov/gene/?term=5023
LOC100506388	LOC100506388	uncharacterized LOC100506388	100506388	https://www.ncbi.nlm.nih.gov/gene/?term=100506388
SFT2D3	SFT2D3	SFT2 domain containing 3	84826	https://www.ncbi.nlm.nih.gov/gene/?term=84826
TBC1D10C	TBC1D10C	TBC1 domain family member 10C	374403	https://www.ncbi.nlm.nih.gov/gene/?term=374403
ADO	ADO	2-aminoethanethiol dioxygenase	84890	https://www.ncbi.nlm.nih.gov/gene/?term=84890
ROCK1P1	ROCK1P1	Rho associated coiled-coil containing protein kinase 1 pseudogene 1	727758	https://www.ncbi.nlm.nih.gov/gene/?term=727758
CD36	CD36	CD36 molecule	948	https://www.ncbi.nlm.nih.gov/gene/?term=948
RNF166	RNF166	ring finger protein 166	115992	https://www.ncbi.nlm.nih.gov/gene/?term=115992
FABP5	FABP5	fatty acid binding protein 5	2171	https://www.ncbi.nlm.nih.gov/gene/?term=2171
RAB17	RAB17	RAB17, member RAS oncogene family	64284	https://www.ncbi.nlm.nih.gov/gene/?term=64284
DEPDC5	DEPDC5	DEP domain containing 5	9681	https://www.ncbi.nlm.nih.gov/gene/?term=9681
RNU1-1	RNU1-1	RNA, U1 small nuclear 1	26871	https://www.ncbi.nlm.nih.gov/gene/?term=26871
RNVU1-14	RNVU1-14	RNA, variant U1 small nuclear 14	101954266	https://www.ncbi.nlm.nih.gov/gene/?term=101954266
UCHL1	UCHL1	ubiquitin C-terminal hydrolase L1	7345	https://www.ncbi.nlm.nih.gov/gene/?term=7345
THUMPD3	THUMPD3	THUMP domain containing 3	25917	https://www.ncbi.nlm.nih.gov/gene/?term=25917
GPD1	GPD1	glycerol-3-phosphate dehydrogenase 1	2819	https://www.ncbi.nlm.nih.gov/gene/?term=2819
LOC100996455	LOC100996455	uncharacterized LOC100996455	100996455	https://www.ncbi.nlm.nih.gov/gene/?term=100996455
TRAF4	TRAF4	TNF receptor associated factor 4	9618	https://www.ncbi.nlm.nih.gov/gene/?term=9618
LINC-PINT	LINC-PINT	long intergenic non-protein coding RNA, p53 induced transcript	378805	https://www.ncbi.nlm.nih.gov/gene/?term=378805
CD276	CD276	CD276 molecule	80381	https://www.ncbi.nlm.nih.gov/gene/?term=80381
LIPA	LIPA	lipase A, lysosomal acid type	3988	https://www.ncbi.nlm.nih.gov/gene/?term=3988
LINC01063	LINC01063	long intergenic non-protein coding RNA 1063	101929769	https://www.ncbi.nlm.nih.gov/gene/?term=101929769
LOC100996756	LOC100996756	uncharacterized LOC100996756	100996756	https://www.ncbi.nlm.nih.gov/gene/?term=100996756
RNVU1-4	RNVU1-4	RNA, variant U1 small nuclear 4	101954264	https://www.ncbi.nlm.nih.gov/gene/?term=101954264
LOC101928465	LOC101928465	uncharacterized LOC101928465	101928465	https://www.ncbi.nlm.nih.gov/gene/?term=101928465
TNFRSF14	TNFRSF14	TNF receptor superfamily member 14	8764	https://www.ncbi.nlm.nih.gov/gene/?term=8764
RNVU1-3	RNVU1-3	RNA, variant U1 small nuclear 3	101954272	https://www.ncbi.nlm.nih.gov/gene/?term=101954272
GSTO1	GSTO1	glutathione S-transferase omega 1	9446	https://www.ncbi.nlm.nih.gov/gene/?term=9446
LOC100996643	LOC100996643	NA	100996643	https://www.ncbi.nlm.nih.gov/gene/?term=100996643
CISH	CISH	cytokine inducible SH2 containing protein	1154	https://www.ncbi.nlm.nih.gov/gene/?term=1154
MIR4513	MIR4513	microRNA 4513	100616183	https://www.ncbi.nlm.nih.gov/gene/?term=100616183
C12orf57	C12orf57	chromosome 12 open reading frame 57	113246	https://www.ncbi.nlm.nih.gov/gene/?term=113246
ARHGDIA	ARHGDIA	Rho GDP dissociation inhibitor alpha	396	https://www.ncbi.nlm.nih.gov/gene/?term=396
LOC101929846	LOC101929846	uncharacterized LOC101929846	101929846	https://www.ncbi.nlm.nih.gov/gene/?term=101929846
MIR6876	MIR6876	microRNA 6876	102465527	https://www.ncbi.nlm.nih.gov/gene/?term=102465527
RNU5B-1	RNU5B-1	RNA, U5B small nuclear 1	26832	https://www.ncbi.nlm.nih.gov/gene/?term=26832
CSTB	CSTB	cystatin B	1476	https://www.ncbi.nlm.nih.gov/gene/?term=1476
LINC00211	LINC00211	long intergenic non-protein coding RNA 211	101929559	https://www.ncbi.nlm.nih.gov/gene/?term=101929559
FTH1	FTH1	ferritin heavy chain 1	2495	https://www.ncbi.nlm.nih.gov/gene/?term=2495
PDXK	PDXK	pyridoxal kinase	8566	https://www.ncbi.nlm.nih.gov/gene/?term=8566
LINC00266-3	LINC00266-3	long intergenic non-protein coding RNA 266-3	441123	https://www.ncbi.nlm.nih.gov/gene/?term=441123
WDR74	WDR74	WD repeat domain 74	54663	https://www.ncbi.nlm.nih.gov/gene/?term=54663
LOC100507642	LOC100507642	uncharacterized LOC100507642	100507642	https://www.ncbi.nlm.nih.gov/gene/?term=100507642
GAS7	GAS7	growth arrest specific 7	8522	https://www.ncbi.nlm.nih.gov/gene/?term=8522
PICALM	PICALM	phosphatidylinositol binding clathrin assembly protein	8301	https://www.ncbi.nlm.nih.gov/gene/?term=8301
LINC00398	LINC00398	long intergenic non-protein coding RNA 398	100874158	https://www.ncbi.nlm.nih.gov/gene/?term=100874158
DENND1B	DENND1B	DENN domain containing 1B	163486	https://www.ncbi.nlm.nih.gov/gene/?term=163486
HMOX2	HMOX2	heme oxygenase 2	3163	https://www.ncbi.nlm.nih.gov/gene/?term=3163
HPGDS	HPGDS	hematopoietic prostaglandin D synthase	27306	https://www.ncbi.nlm.nih.gov/gene/?term=27306
THUMPD3-AS1	THUMPD3-AS1	THUMPD3 antisense RNA 1	440944	https://www.ncbi.nlm.nih.gov/gene/?term=440944
XIAP	XIAP	X-linked inhibitor of apoptosis	331	https://www.ncbi.nlm.nih.gov/gene/?term=331
THRA	THRA	thyroid hormone receptor alpha	7067	https://www.ncbi.nlm.nih.gov/gene/?term=7067
PLIN2	PLIN2	perilipin 2	123	https://www.ncbi.nlm.nih.gov/gene/?term=123
ACYP1	ACYP1	acylphosphatase 1	97	https://www.ncbi.nlm.nih.gov/gene/?term=97
FBXO30	FBXO30	F-box protein 30	84085	https://www.ncbi.nlm.nih.gov/gene/?term=84085
CHCHD10	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	400916	https://www.ncbi.nlm.nih.gov/gene/?term=400916
MARCH2	MARCH2	membrane associated ring-CH-type finger 2	51257	https://www.ncbi.nlm.nih.gov/gene/?term=51257
RAB11FIP4	RAB11FIP4	RAB11 family interacting protein 4	84440	https://www.ncbi.nlm.nih.gov/gene/?term=84440
SNORD38A	SNORD38A	small nucleolar RNA, C/D box 38A	94162	https://www.ncbi.nlm.nih.gov/gene/?term=94162
CAMKK1	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1	84254	https://www.ncbi.nlm.nih.gov/gene/?term=84254
VWA7	VWA7	von Willebrand factor A domain containing 7	80737	https://www.ncbi.nlm.nih.gov/gene/?term=80737
DOCK2	DOCK2	dedicator of cytokinesis 2	1794	https://www.ncbi.nlm.nih.gov/gene/?term=1794
FFAR4	FFAR4	free fatty acid receptor 4	338557	https://www.ncbi.nlm.nih.gov/gene/?term=338557
MIR1207	MIR1207	microRNA 1207	100302175	https://www.ncbi.nlm.nih.gov/gene/?term=100302175
CARD17	CARD17	caspase recruitment domain family member 17	440068	https://www.ncbi.nlm.nih.gov/gene/?term=440068
LOC101928047	LOC101928047	uncharacterized LOC101928047	101928047	https://www.ncbi.nlm.nih.gov/gene/?term=101928047
ABCG2	ABCG2	ATP binding cassette subfamily G member 2 (Junior blood group)	9429	https://www.ncbi.nlm.nih.gov/gene/?term=9429
CD63	CD63	CD63 molecule	967	https://www.ncbi.nlm.nih.gov/gene/?term=967
LINC00884	LINC00884	long intergenic non-protein coding RNA 884	401106	https://www.ncbi.nlm.nih.gov/gene/?term=401106
CDC42EP3	CDC42EP3	CDC42 effector protein 3	10602	https://www.ncbi.nlm.nih.gov/gene/?term=10602
NUP210	NUP210	nucleoporin 210	23225	https://www.ncbi.nlm.nih.gov/gene/?term=23225
TEX14	TEX14	testis expressed 14, intercellular bridge forming factor	56155	https://www.ncbi.nlm.nih.gov/gene/?term=56155
LONRF3	LONRF3	LON peptidase N-terminal domain and ring finger 3	79836	https://www.ncbi.nlm.nih.gov/gene/?term=79836
ZNF787	ZNF787	zinc finger protein 787	126208	https://www.ncbi.nlm.nih.gov/gene/?term=126208
DCLRE1C	DCLRE1C	DNA cross-link repair 1C	64421	https://www.ncbi.nlm.nih.gov/gene/?term=64421
UBE2R2	UBE2R2	ubiquitin conjugating enzyme E2 R2	54926	https://www.ncbi.nlm.nih.gov/gene/?term=54926
C15orf62	C15orf62	chromosome 15 open reading frame 62	643338	https://www.ncbi.nlm.nih.gov/gene/?term=643338
VPS37B	VPS37B	VPS37B, ESCRT-I subunit	79720	https://www.ncbi.nlm.nih.gov/gene/?term=79720
MIR139	MIR139	microRNA 139	406931	https://www.ncbi.nlm.nih.gov/gene/?term=406931
TNFSF13	TNFSF13	TNF superfamily member 13	8741	https://www.ncbi.nlm.nih.gov/gene/?term=8741
TIMP2	TIMP2	TIMP metallopeptidase inhibitor 2	7077	https://www.ncbi.nlm.nih.gov/gene/?term=7077
GUCY2D	GUCY2D	guanylate cyclase 2D, retinal	3000	https://www.ncbi.nlm.nih.gov/gene/?term=3000
THBD	THBD	thrombomodulin	7056	https://www.ncbi.nlm.nih.gov/gene/?term=7056
KLF4	KLF4	Kruppel like factor 4	9314	https://www.ncbi.nlm.nih.gov/gene/?term=9314
DOLK	DOLK	dolichol kinase	22845	https://www.ncbi.nlm.nih.gov/gene/?term=22845
NRP1	NRP1	neuropilin 1	8829	https://www.ncbi.nlm.nih.gov/gene/?term=8829
RHOQ	RHOQ	ras homolog family member Q	23433	https://www.ncbi.nlm.nih.gov/gene/?term=23433
MAN2C1	MAN2C1	mannosidase alpha class 2C member 1	4123	https://www.ncbi.nlm.nih.gov/gene/?term=4123
MIR4425	MIR4425	microRNA 4425	100616365	https://www.ncbi.nlm.nih.gov/gene/?term=100616365
ACSS2	ACSS2	acyl-CoA synthetase short chain family member 2	55902	https://www.ncbi.nlm.nih.gov/gene/?term=55902
CD300C	CD300C	CD300c molecule	10871	https://www.ncbi.nlm.nih.gov/gene/?term=10871
LRP5	LRP5	LDL receptor related protein 5	4041	https://www.ncbi.nlm.nih.gov/gene/?term=4041
GALNT6	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	11226	https://www.ncbi.nlm.nih.gov/gene/?term=11226
ACSM5	ACSM5	acyl-CoA synthetase medium chain family member 5	54988	https://www.ncbi.nlm.nih.gov/gene/?term=54988
SRRD	SRRD	SRR1 domain containing	402055	https://www.ncbi.nlm.nih.gov/gene/?term=402055
AQP3	AQP3	aquaporin 3 (Gill blood group)	360	https://www.ncbi.nlm.nih.gov/gene/?term=360
LAMP1	LAMP1	lysosomal associated membrane protein 1	3916	https://www.ncbi.nlm.nih.gov/gene/?term=3916
SNORD118	SNORD118	small nucleolar RNA, C/D box 118	727676	https://www.ncbi.nlm.nih.gov/gene/?term=727676
RNU5A-1	RNU5A-1	RNA, U5A small nuclear 1	26831	https://www.ncbi.nlm.nih.gov/gene/?term=26831
ERVK13-1	ERVK13-1	endogenous retrovirus group K13 member 1	100507321	https://www.ncbi.nlm.nih.gov/gene/?term=100507321
MIR5684	MIR5684	microRNA 5684	100847071	https://www.ncbi.nlm.nih.gov/gene/?term=100847071
SERPINE1	SERPINE1	serpin family E member 1	5054	https://www.ncbi.nlm.nih.gov/gene/?term=5054
SUCNR1	SUCNR1	succinate receptor 1	56670	https://www.ncbi.nlm.nih.gov/gene/?term=56670
OR11G2	OR11G2	olfactory receptor family 11 subfamily G member 2	390439	https://www.ncbi.nlm.nih.gov/gene/?term=390439
LUZP1	LUZP1	leucine zipper protein 1	7798	https://www.ncbi.nlm.nih.gov/gene/?term=7798
KLF2	KLF2	Kruppel like factor 2	10365	https://www.ncbi.nlm.nih.gov/gene/?term=10365
NAA60	NAA60	N(alpha)-acetyltransferase 60, NatF catalytic subunit	79903	https://www.ncbi.nlm.nih.gov/gene/?term=79903
ME3	ME3	malic enzyme 3	10873	https://www.ncbi.nlm.nih.gov/gene/?term=10873
MOB3B	MOB3B	MOB kinase activator 3B	79817	https://www.ncbi.nlm.nih.gov/gene/?term=79817
ZFP36L2	ZFP36L2	ZFP36 ring finger protein like 2	678	https://www.ncbi.nlm.nih.gov/gene/?term=678
CTSG	CTSG	cathepsin G	1511	https://www.ncbi.nlm.nih.gov/gene/?term=1511
LGALS2	LGALS2	galectin 2	3957	https://www.ncbi.nlm.nih.gov/gene/?term=3957
WDR61	WDR61	WD repeat domain 61	80349	https://www.ncbi.nlm.nih.gov/gene/?term=80349
EIF5	EIF5	eukaryotic translation initiation factor 5	1983	https://www.ncbi.nlm.nih.gov/gene/?term=1983
VPS18	VPS18	VPS18, CORVET/HOPS core subunit	57617	https://www.ncbi.nlm.nih.gov/gene/?term=57617
TAMM41	TAMM41	TAM41 mitochondrial translocator assembly and maintenance homolog	132001	https://www.ncbi.nlm.nih.gov/gene/?term=132001
MYOZ1	MYOZ1	myozenin 1	58529	https://www.ncbi.nlm.nih.gov/gene/?term=58529
SNAPC5	SNAPC5	small nuclear RNA activating complex polypeptide 5	10302	https://www.ncbi.nlm.nih.gov/gene/?term=10302
FLT1	FLT1	fms related tyrosine kinase 1	2321	https://www.ncbi.nlm.nih.gov/gene/?term=2321
FABP4	FABP4	fatty acid binding protein 4	2167	https://www.ncbi.nlm.nih.gov/gene/?term=2167
MPG	MPG	N-methylpurine DNA glycosylase	4350	https://www.ncbi.nlm.nih.gov/gene/?term=4350
PEX19	PEX19	peroxisomal biogenesis factor 19	5824	https://www.ncbi.nlm.nih.gov/gene/?term=5824
NR1D1	NR1D1	nuclear receptor subfamily 1 group D member 1	9572	https://www.ncbi.nlm.nih.gov/gene/?term=9572
CLN6	CLN6	CLN6, transmembrane ER protein	54982	https://www.ncbi.nlm.nih.gov/gene/?term=54982
IGFL3	IGFL3	IGF like family member 3	388555	https://www.ncbi.nlm.nih.gov/gene/?term=388555
EVPLL	EVPLL	envoplakin like	645027	https://www.ncbi.nlm.nih.gov/gene/?term=645027
RALGDS	RALGDS	ral guanine nucleotide dissociation stimulator	5900	https://www.ncbi.nlm.nih.gov/gene/?term=5900
LOC101929109	LOC101929109	uncharacterized LOC101929109	101929109	https://www.ncbi.nlm.nih.gov/gene/?term=101929109
WDR41	WDR41	WD repeat domain 41	55255	https://www.ncbi.nlm.nih.gov/gene/?term=55255
CLIP4	CLIP4	CAP-Gly domain containing linker protein family member 4	79745	https://www.ncbi.nlm.nih.gov/gene/?term=79745
GAS2L3	GAS2L3	growth arrest specific 2 like 3	283431	https://www.ncbi.nlm.nih.gov/gene/?term=283431
CD200R1	CD200R1	CD200 receptor 1	131450	https://www.ncbi.nlm.nih.gov/gene/?term=131450
RRP1	RRP1	ribosomal RNA processing 1	8568	https://www.ncbi.nlm.nih.gov/gene/?term=8568
MAP2K3	MAP2K3	mitogen-activated protein kinase kinase 3	5606	https://www.ncbi.nlm.nih.gov/gene/?term=5606
SQSTM1	SQSTM1	sequestosome 1	8878	https://www.ncbi.nlm.nih.gov/gene/?term=8878
CD93	CD93	CD93 molecule	22918	https://www.ncbi.nlm.nih.gov/gene/?term=22918
HMGA1P7	HMGA1P7	high mobility group AT-hook 1 pseudogene 7	387065	https://www.ncbi.nlm.nih.gov/gene/?term=387065
LOC101927503	LOC101927503	uncharacterized LOC101927503	101927503	https://www.ncbi.nlm.nih.gov/gene/?term=101927503
CAPN2	CAPN2	calpain 2	824	https://www.ncbi.nlm.nih.gov/gene/?term=824
MIR4526	MIR4526	microRNA 4526	100616130	https://www.ncbi.nlm.nih.gov/gene/?term=100616130
LOC102724804	LOC102724804	uncharacterized LOC102724804	102724804	https://www.ncbi.nlm.nih.gov/gene/?term=102724804
CEBPE	CEBPE	CCAAT enhancer binding protein epsilon	1053	https://www.ncbi.nlm.nih.gov/gene/?term=1053
TFAP4	TFAP4	transcription factor AP-4	7023	https://www.ncbi.nlm.nih.gov/gene/?term=7023
ARAP1	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	116985	https://www.ncbi.nlm.nih.gov/gene/?term=116985
C6orf99	C6orf99	chromosome 6 open reading frame 99	100130967	https://www.ncbi.nlm.nih.gov/gene/?term=100130967
FANCA	FANCA	FA complementation group A	2175	https://www.ncbi.nlm.nih.gov/gene/?term=2175
SMCO4	SMCO4	single-pass membrane protein with coiled-coil domains 4	56935	https://www.ncbi.nlm.nih.gov/gene/?term=56935
LPAR5	LPAR5	lysophosphatidic acid receptor 5	57121	https://www.ncbi.nlm.nih.gov/gene/?term=57121
DHRS9	DHRS9	dehydrogenase/reductase 9	10170	https://www.ncbi.nlm.nih.gov/gene/?term=10170
NAA16	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	79612	https://www.ncbi.nlm.nih.gov/gene/?term=79612
MATK	MATK	megakaryocyte-associated tyrosine kinase	4145	https://www.ncbi.nlm.nih.gov/gene/?term=4145
BAMBI	BAMBI	BMP and activin membrane bound inhibitor	25805	https://www.ncbi.nlm.nih.gov/gene/?term=25805
CASP8	CASP8	caspase 8	841	https://www.ncbi.nlm.nih.gov/gene/?term=841
MIR4505	MIR4505	microRNA 4505	100616158	https://www.ncbi.nlm.nih.gov/gene/?term=100616158
MIR5093	MIR5093	microRNA 5093	100847022	https://www.ncbi.nlm.nih.gov/gene/?term=100847022
MOGAT1	MOGAT1	monoacylglycerol O-acyltransferase 1	116255	https://www.ncbi.nlm.nih.gov/gene/?term=116255
RCCD1	RCCD1	RCC1 domain containing 1	91433	https://www.ncbi.nlm.nih.gov/gene/?term=91433
ITGAE	ITGAE	integrin subunit alpha E	3682	https://www.ncbi.nlm.nih.gov/gene/?term=3682
ST3GAL5	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	8869	https://www.ncbi.nlm.nih.gov/gene/?term=8869
SLC27A3	SLC27A3	solute carrier family 27 member 3	11000	https://www.ncbi.nlm.nih.gov/gene/?term=11000
HAGHL	HAGHL	hydroxyacylglutathione hydrolase like	84264	https://www.ncbi.nlm.nih.gov/gene/?term=84264
ACTR2	ACTR2	actin related protein 2	10097	https://www.ncbi.nlm.nih.gov/gene/?term=10097
MAP1LC3B2	MAP1LC3B2	microtubule associated protein 1 light chain 3 beta 2	643246	https://www.ncbi.nlm.nih.gov/gene/?term=643246
LOC100130698	LOC100130698	uncharacterized LOC100130698	100130698	https://www.ncbi.nlm.nih.gov/gene/?term=100130698
LGALS9C	LGALS9C	galectin 9C	654346	https://www.ncbi.nlm.nih.gov/gene/?term=654346
PTPN6	PTPN6	protein tyrosine phosphatase, non-receptor type 6	5777	https://www.ncbi.nlm.nih.gov/gene/?term=5777
KCNK13	KCNK13	potassium two pore domain channel subfamily K member 13	56659	https://www.ncbi.nlm.nih.gov/gene/?term=56659
MIR4787	MIR4787	microRNA 4787	100616138	https://www.ncbi.nlm.nih.gov/gene/?term=100616138
RCN3	RCN3	reticulocalbin 3	57333	https://www.ncbi.nlm.nih.gov/gene/?term=57333
UNQ6494	UNQ6494	uncharacterized LOC100129066	100129066	https://www.ncbi.nlm.nih.gov/gene/?term=100129066
ACTN1	ACTN1	actinin alpha 1	87	https://www.ncbi.nlm.nih.gov/gene/?term=87
LDLRAD3	LDLRAD3	low density lipoprotein receptor class A domain containing 3	143458	https://www.ncbi.nlm.nih.gov/gene/?term=143458
LGALS12	LGALS12	galectin 12	85329	https://www.ncbi.nlm.nih.gov/gene/?term=85329
TMEM79	TMEM79	transmembrane protein 79	84283	https://www.ncbi.nlm.nih.gov/gene/?term=84283
DNAH10	DNAH10	dynein axonemal heavy chain 10	196385	https://www.ncbi.nlm.nih.gov/gene/?term=196385
SERPINB1	SERPINB1	serpin family B member 1	1992	https://www.ncbi.nlm.nih.gov/gene/?term=1992
CORO2A	CORO2A	coronin 2A	7464	https://www.ncbi.nlm.nih.gov/gene/?term=7464
PIPOX	PIPOX	pipecolic acid and sarcosine oxidase	51268	https://www.ncbi.nlm.nih.gov/gene/?term=51268
ACPP	ACPP	acid phosphatase, prostate	55	https://www.ncbi.nlm.nih.gov/gene/?term=55
LOC101927245	LOC101927245	NA	101927245	https://www.ncbi.nlm.nih.gov/gene/?term=101927245
CH25H	CH25H	cholesterol 25-hydroxylase	9023	https://www.ncbi.nlm.nih.gov/gene/?term=9023
SPP1	SPP1	secreted phosphoprotein 1	6696	https://www.ncbi.nlm.nih.gov/gene/?term=6696
P2RX7	P2RX7	purinergic receptor P2X 7	5027	https://www.ncbi.nlm.nih.gov/gene/?term=5027
BAG5	BAG5	BCL2 associated athanogene 5	9529	https://www.ncbi.nlm.nih.gov/gene/?term=9529
EPAS1	EPAS1	endothelial PAS domain protein 1	2034	https://www.ncbi.nlm.nih.gov/gene/?term=2034
TPRN	TPRN	taperin	286262	https://www.ncbi.nlm.nih.gov/gene/?term=286262
RNF149	RNF149	ring finger protein 149	284996	https://www.ncbi.nlm.nih.gov/gene/?term=284996
SLC7A5P1	SLC7A5P1	solute carrier family 7 member 5 pseudogene 1	81893	https://www.ncbi.nlm.nih.gov/gene/?term=81893
STOML1	STOML1	stomatin like 1	9399	https://www.ncbi.nlm.nih.gov/gene/?term=9399
C20orf202	C20orf202	chromosome 20 open reading frame 202	400831	https://www.ncbi.nlm.nih.gov/gene/?term=400831
PLXNC1	PLXNC1	plexin C1	10154	https://www.ncbi.nlm.nih.gov/gene/?term=10154
MIR4785	MIR4785	microRNA 4785	100616364	https://www.ncbi.nlm.nih.gov/gene/?term=100616364
N4BP2	N4BP2	NEDD4 binding protein 2	55728	https://www.ncbi.nlm.nih.gov/gene/?term=55728
TMEM120B	TMEM120B	transmembrane protein 120B	144404	https://www.ncbi.nlm.nih.gov/gene/?term=144404
TLR7	TLR7	toll like receptor 7	51284	https://www.ncbi.nlm.nih.gov/gene/?term=51284
DENND4B	DENND4B	DENN domain containing 4B	9909	https://www.ncbi.nlm.nih.gov/gene/?term=9909
NPB	NPB	neuropeptide B	256933	https://www.ncbi.nlm.nih.gov/gene/?term=256933
PIK3R1	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	5295	https://www.ncbi.nlm.nih.gov/gene/?term=5295
