## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[IK24_R1.sorted.bam] OUTPUT=IK24_R1.mLb.mkD.sorted.bam METRICS_FILE=IK24_R1.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:33:50 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IK24_R1_T1	65408	36357991	0	592292	36746	12587977	389587	0.346417	40201638
IK24_R1_T2	65833	29212831	0	636425	34216	10002781	373458	0.34261	32914635

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
180.0	57	0	42
181.0	55	0	40
182.0	36	0	48
183.0	39	0	40
184.0	36	0	38
185.0	44	0	41
186.0	39	0	57
187.0	47	0	38
188.0	38	0	47
189.0	41	0	30
190.0	47	0	41
191.0	36	0	52
192.0	49	0	40
193.0	39	0	28
194.0	28	0	32
195.0	45	0	37
196.0	35	0	35
197.0	30	0	31
198.0	39	0	36
199.0	32	0	27
200.0	32	0	28
201.0	31	0	30
202.0	31	0	45
203.0	35	0	34
204.0	34	0	37
205.0	30	0	28
206.0	35	0	30
207.0	29	0	28
208.0	27	0	30
209.0	37	0	30
210.0	24	0	39
211.0	25	0	27
212.0	33	0	14
213.0	25	0	33
214.0	31	0	29
215.0	34	0	29
216.0	20	0	18
217.0	21	0	30
218.0	27	0	17
219.0	30	0	36
220.0	20	0	26
221.0	30	0	13
222.0	22	0	21
223.0	22	0	14
224.0	16	0	19
225.0	18	0	23
226.0	19	0	30
227.0	31	0	25
228.0	22	0	26
229.0	19	0	23
230.0	19	0	24
231.0	30	0	25
232.0	21	0	23
233.0	23	0	18
234.0	26	0	23
235.0	25	0	19
236.0	15	0	15
237.0	15	0	24
238.0	28	0	25
239.0	16	0	20
240.0	26	0	29
241.0	17	0	25
242.0	26	0	10
243.0	24	0	17
244.0	17	0	11
245.0	11	0	13
246.0	8	0	22
247.0	26	0	15
248.0	11	0	13
249.0	17	0	22
250.0	19	0	15
251.0	15	0	17
252.0	16	0	11
253.0	19	0	25
254.0	15	0	6
255.0	14	0	19
256.0	16	0	15
257.0	12	0	10
258.0	11	0	13
259.0	19	0	19
260.0	16	0	14
261.0	17	0	18
262.0	12	0	12
263.0	15	0	15
264.0	14	0	10
265.0	12	0	12
266.0	15	0	11
267.0	8	0	26
268.0	14	0	10
269.0	22	0	12
270.0	7	0	11
271.0	16	0	13
272.0	9	0	12
273.0	23	0	11
274.0	8	0	8
275.0	8	0	14
276.0	12	0	13
277.0	9	0	10
278.0	12	0	12
279.0	10	0	9
280.0	12	0	17
281.0	11	0	9
282.0	13	0	12
283.0	11	0	7
284.0	13	0	9
285.0	8	0	8
286.0	6	0	9
287.0	6	0	7
288.0	14	0	14
289.0	10	0	17
290.0	11	0	11
291.0	13	0	11
292.0	14	0	11
293.0	9	0	6
294.0	9	0	7
295.0	9	0	9
296.0	10	0	7
297.0	8	0	13
298.0	6	0	8
299.0	7	0	7
300.0	10	0	5
301.0	7	0	5
302.0	8	0	5
303.0	5	0	6
304.0	6	0	10
305.0	6	0	5
306.0	7	0	8
307.0	5	0	4
308.0	11	0	10
309.0	7	0	5
310.0	6	0	14
311.0	10	0	8
312.0	6	0	6
313.0	10	0	6
314.0	9	0	10
315.0	7	0	7
316.0	7	0	9
317.0	6	0	8
318.0	6	0	9
319.0	9	0	5
320.0	9	0	9
321.0	7	0	7
322.0	7	0	6
323.0	9	0	9
324.0	7	0	3
325.0	7	0	9
326.0	6	0	6
327.0	8	0	10
328.0	9	0	11
329.0	5	0	4
330.0	8	0	11
331.0	8	0	5
332.0	9	0	9
333.0	9	0	5
334.0	5	0	4
335.0	6	0	6
336.0	2	0	8
337.0	4	0	12
338.0	17	0	6
339.0	8	0	6
340.0	5	0	5
341.0	6	0	2
342.0	4	0	3
343.0	4	0	4
344.0	4	0	5
345.0	1	0	6
346.0	3	0	5
347.0	7	0	7
348.0	5	0	3
349.0	6	0	4
350.0	10	0	5
351.0	4	0	15
352.0	5	0	3
353.0	5	0	5
354.0	9	0	1
355.0	4	0	4
356.0	4	0	4
357.0	2	0	6
358.0	4	0	4
359.0	5	0	2
360.0	4	0	3
361.0	2	0	6
362.0	6	0	2
363.0	4	0	7
364.0	3	0	3
365.0	4	0	7
366.0	5	0	2
367.0	1	0	7
368.0	6	0	0
369.0	7	0	8
370.0	4	0	4
371.0	4	0	4
372.0	3	0	1
373.0	3	0	3
374.0	5	0	5
375.0	8	0	5
376.0	3	0	6
377.0	3	0	4
378.0	6	0	2
379.0	4	0	4
380.0	5	0	2
381.0	1	0	1
382.0	2	0	3
383.0	1	0	4
384.0	6	0	6
385.0	1	0	4
386.0	5	0	2
387.0	3	0	3
388.0	4	0	3
389.0	3	0	3
390.0	2	0	1
391.0	2	0	3
392.0	2	0	2
393.0	2	0	5
394.0	6	0	2
395.0	4	0	4
396.0	2	0	5
397.0	2	0	3
398.0	3	0	2
399.0	2	0	2
400.0	3	0	5
401.0	2	0	2
402.0	3	0	7
403.0	9	0	1
404.0	1	0	0
405.0	2	0	2
406.0	3	0	3
407.0	1	0	5
408.0	6	0	1
409.0	1	0	3
410.0	1	0	1
411.0	1	0	1
412.0	3	0	6
413.0	2	0	1
414.0	4	0	4
415.0	3	0	4
416.0	5	0	6
417.0	2	0	1
418.0	4	0	4
419.0	4	0	1
420.0	2	0	5
421.0	1	0	2
422.0	5	0	3
423.0	2	0	5
424.0	5	0	0
425.0	4	0	2
426.0	3	0	6
427.0	5	0	3
428.0	3	0	2
429.0	2	0	1
430.0	3	0	6
431.0	2	0	1
432.0	2	0	0
433.0	2	0	2
434.0	1	0	3
435.0	2	0	1
436.0	1	0	1
437.0	0	0	3
438.0	4	0	5
439.0	0	0	4
440.0	5	0	1
441.0	6	0	0
442.0	1	0	2
443.0	4	0	3
444.0	0	0	2
445.0	1	0	0
446.0	3	0	3
447.0	2	0	1
448.0	1	0	3
449.0	3	0	5
450.0	0	0	1
451.0	4	0	4
452.0	2	0	6
453.0	3	0	2
454.0	2	0	3
455.0	2	0	5
456.0	9	0	2
457.0	2	0	1
458.0	5	0	0
459.0	0	0	3
460.0	3	0	0
461.0	2	0	1
462.0	1	0	4
463.0	0	0	3
464.0	2	0	2
465.0	2	0	4
466.0	4	0	2
467.0	1	0	1
468.0	1	0	4
469.0	1	0	1
470.0	5	0	2
471.0	5	0	2
473.0	1	0	0
474.0	0	0	2
475.0	3	0	1
476.0	0	0	1
477.0	1	0	1
478.0	1	0	1
479.0	1	0	0
480.0	1	0	3
481.0	2	0	2
482.0	1	0	2
483.0	1	0	1
484.0	3	0	1
485.0	2	0	1
486.0	1	0	1
487.0	1	0	0
488.0	3	0	1
489.0	0	0	3
490.0	1	0	5
491.0	0	0	2
492.0	1	0	2
493.0	4	0	0
494.0	6	0	2
495.0	0	0	3
496.0	0	0	1
497.0	3	0	1
498.0	2	0	1
499.0	3	0	0
501.0	1	0	1
504.0	0	0	1
505.0	0	0	1
506.0	2	0	0
507.0	0	0	2
508.0	0	0	1
509.0	2	0	2
510.0	2	0	2
511.0	0	0	1
512.0	0	0	3
513.0	2	0	0
514.0	1	0	2
515.0	2	0	1
516.0	1	0	2
517.0	1	0	0
518.0	0	0	2
519.0	3	0	2
520.0	0	0	1
521.0	3	0	2
522.0	2	0	0
523.0	3	0	2
524.0	1	0	2
525.0	1	0	0
526.0	2	0	1
527.0	1	0	2
528.0	0	0	1
529.0	1	0	4
530.0	5	0	1
531.0	1	0	1
532.0	1	0	2
533.0	1	0	0
534.0	1	0	1
535.0	2	0	1
536.0	2	0	1
537.0	0	0	2
540.0	2	0	2
541.0	2	0	0
542.0	1	0	0
543.0	1	0	3
544.0	1	0	1
545.0	1	0	3
546.0	0	0	2
547.0	2	0	4
549.0	2	0	0
550.0	1	0	1
551.0	4	0	1
552.0	1	0	1
553.0	2	0	1
554.0	1	0	0
555.0	1	0	0
556.0	1	0	1
557.0	0	0	1
558.0	0	0	3
559.0	1	0	1
560.0	2	0	1
561.0	0	0	1
563.0	1	0	3
564.0	3	0	0
565.0	1	0	0
566.0	1	0	4
567.0	2	0	1
568.0	2	0	0
569.0	0	0	1
570.0	2	0	0
571.0	2	0	1
573.0	0	0	1
574.0	0	0	3
575.0	0	0	1
576.0	1	0	1
577.0	1	0	0
578.0	1	0	0
579.0	2	0	1
580.0	1	0	0
582.0	0	0	3
584.0	2	0	2
585.0	1	0	0
586.0	1	0	2
587.0	2	0	0
588.0	1	0	0
589.0	1	0	1
590.0	0	0	1
592.0	1	0	2
593.0	1	0	1
594.0	1	0	0
595.0	1	0	1
597.0	2	0	1
600.0	1	0	0
606.0	0	0	1
609.0	1	0	0
611.0	0	0	1
614.0	1	0	1
615.0	1	0	0
616.0	0	0	1
618.0	2	0	3
622.0	1	0	0
623.0	2	0	0
624.0	0	0	1
625.0	0	0	1
626.0	1	0	1
627.0	1	0	0
628.0	0	0	1
630.0	0	0	2
631.0	2	0	0
632.0	0	0	2
633.0	1	0	0
634.0	1	0	0
635.0	0	0	2
636.0	0	0	1
637.0	1	0	0
638.0	3	0	1
639.0	0	0	1
643.0	2	0	0
644.0	1	0	1
645.0	0	0	1
647.0	0	0	2
648.0	0	0	1
649.0	0	0	1
650.0	2	0	0
651.0	1	0	1
652.0	2	0	0
653.0	2	0	1
654.0	1	0	0
655.0	0	0	2
656.0	0	0	1
657.0	0	0	2
658.0	1	0	1
659.0	2	0	0
662.0	1	0	1
663.0	2	0	0
664.0	0	0	2
669.0	2	0	1
671.0	1	0	0
672.0	1	0	0
675.0	0	0	3
679.0	1	0	0
680.0	0	0	1
681.0	2	0	0
684.0	0	0	1
686.0	0	0	1
687.0	1	0	0
689.0	0	0	1
690.0	1	0	0
691.0	1	0	0
696.0	1	0	0
700.0	0	0	1
702.0	1	0	0
703.0	0	0	1
709.0	1	0	1
711.0	1	0	1
714.0	0	0	1
717.0	1	0	0
721.0	1	0	0
727.0	0	0	1
731.0	1	0	0
733.0	0	0	1
736.0	0	0	1
738.0	1	0	1
740.0	1	0	0
741.0	1	0	0
755.0	0	0	1
758.0	1	0	0
768.0	1	0	1
776.0	0	0	1
784.0	1	0	0
787.0	0	0	1
793.0	0	0	1
794.0	1	0	0
800.0	1	0	0
801.0	0	0	2
804.0	0	0	1
805.0	0	0	1
808.0	1	0	1
809.0	3	0	0
812.0	0	0	1
815.0	1	0	0
816.0	1	0	1
821.0	1	0	0
841.0	0	0	1
849.0	1	0	0
861.0	0	0	1
864.0	1	0	0
866.0	0	0	1
867.0	0	0	1
868.0	0	0	1
871.0	1	0	0
873.0	1	0	0
874.0	1	0	0
889.0	0	0	1
893.0	1	0	0
916.0	0	0	1
926.0	1	0	0
932.0	0	0	1
939.0	1	0	0
949.0	0	0	1
954.0	1	0	0
973.0	0	0	1
980.0	0	0	1
981.0	1	0	0
985.0	1	0	0
996.0	0	0	1
999.0	1	0	0
1017.0	0	0	1
1023.0	1	0	0
1094.0	0	0	1
1097.0	0	0	1
1104.0	1	0	0
1107.0	1	0	0
1144.0	0	0	1
1149.0	1	0	0
1160.0	0	0	1
1166.0	1	0	0
1198.0	0	0	1
1211.0	1	0	0
1243.0	0	0	1
1248.0	0	0	1
1252.0	1	0	0
1256.0	1	0	0
1303.0	0	0	1
1315.0	1	0	0
1363.0	0	0	1
1371.0	1	0	0
1468.0	0	0	1
1478.0	1	0	0
1580.0	0	0	1
1581.0	1	0	0
1652.0	1	0	1
1903.0	0	0	1
1908.0	1	0	0
1944.0	0	0	1
1947.0	1	0	0
2123.0	0	0	1
2126.0	1	0	0
2268.0	0	0	1
2272.0	1	0	0
2371.0	0	0	1
2376.0	1	0	0
3214.0	0	0	1
3220.0	1	0	0
4428.0	0	0	1
4436.0	1	0	0
7401.0	0	0	1
7424.0	1	0	0
7937.0	0	0	1
7978.0	1	0	0
13542.0	0	0	1
13603.0	1	0	0

