## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[IK1_R2.sorted.bam] OUTPUT=IK1_R2.mLb.mkD.sorted.bam METRICS_FILE=IK1_R2.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:30:53 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IK1_R2_T1	92159	33189243	0	2290947	42176	10738725	389405	0.323746	40344187
IK1_R2_T2	68619	26465345	0	1750565	30673	8276737	299832	0.312913	33657478

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
95.0	196	0	183
96.0	150	0	162
97.0	189	0	182
98.0	177	0	165
99.0	153	0	145
100.0	162	0	162
101.0	140	0	148
102.0	148	0	157
103.0	147	0	131
104.0	138	0	148
105.0	153	0	153
106.0	141	0	130
107.0	131	0	124
108.0	123	0	126
109.0	134	0	134
110.0	127	0	121
111.0	113	0	106
112.0	104	0	103
113.0	87	0	81
114.0	102	0	99
115.0	100	0	107
116.0	75	0	78
117.0	86	0	93
118.0	105	0	99
119.0	89	0	74
120.0	82	0	93
121.0	99	0	107
122.0	99	0	101
123.0	97	0	88
124.0	93	0	90
125.0	90	0	88
126.0	72	0	74
127.0	85	0	70
128.0	72	0	73
129.0	75	0	62
130.0	58	0	57
131.0	69	0	71
132.0	61	0	74
133.0	81	0	74
134.0	63	0	68
135.0	65	0	59
136.0	68	0	83
137.0	71	0	50
138.0	62	0	58
139.0	44	0	43
140.0	53	0	65
141.0	56	0	51
142.0	51	0	47
143.0	51	0	54
144.0	40	0	46
145.0	53	0	46
146.0	61	0	54
147.0	38	0	48
148.0	43	0	38
149.0	37	0	46
150.0	63	0	62
151.0	47	0	50
152.0	50	0	37
153.0	48	0	46
154.0	41	0	54
155.0	48	0	34
156.0	50	0	53
157.0	41	0	35
158.0	45	0	38
159.0	34	0	44
160.0	33	0	42
161.0	38	0	37
162.0	42	0	35
163.0	39	0	35
164.0	29	0	27
165.0	36	0	34
166.0	32	0	34
167.0	33	0	33
168.0	43	0	34
169.0	23	0	37
170.0	40	0	43
171.0	35	0	37
172.0	38	0	27
173.0	36	0	30
174.0	30	0	32
175.0	20	0	23
176.0	32	0	24
177.0	28	0	18
178.0	18	0	29
179.0	26	1	25
180.0	28	0	25
181.0	24	0	26
182.0	28	0	25
183.0	21	0	18
184.0	18	0	17
185.0	19	0	27
186.0	23	0	23
187.0	18	0	16
188.0	17	0	22
189.0	23	0	30
190.0	25	0	15
191.0	27	0	19
192.0	18	0	20
193.0	18	0	21
194.0	23	0	22
195.0	21	0	20
196.0	26	0	13
197.0	10	0	25
198.0	20	0	19
199.0	20	0	20
200.0	20	0	23
201.0	22	0	17
202.0	18	0	23
203.0	13	0	18
204.0	24	0	18
205.0	20	0	12
206.0	18	0	10
207.0	10	0	6
208.0	10	0	12
209.0	11	0	14
210.0	8	0	13
211.0	11	0	17
212.0	13	0	15
213.0	17	0	12
214.0	16	0	18
215.0	10	0	13
216.0	19	0	17
217.0	12	0	13
218.0	15	0	12
219.0	18	0	9
220.0	11	0	22
221.0	13	0	15
222.0	22	0	13
223.0	9	0	11
224.0	15	0	15
225.0	10	0	10
226.0	11	0	9
227.0	10	0	8
228.0	7	0	7
229.0	13	0	8
230.0	3	0	10
231.0	15	0	13
232.0	9	0	13
233.0	13	0	12
234.0	8	0	13
235.0	12	0	9
236.0	17	0	14
237.0	12	0	15
238.0	10	0	8
239.0	10	0	8
240.0	9	0	5
241.0	4	0	4
242.0	7	0	13
243.0	10	0	6
244.0	7	0	5
245.0	7	0	4
246.0	5	0	16
247.0	11	0	10
248.0	9	0	8
249.0	12	0	12
250.0	11	0	9
251.0	13	0	10
252.0	9	0	6
253.0	7	0	5
254.0	7	0	7
255.0	7	0	6
256.0	7	0	9
257.0	8	0	6
258.0	5	0	6
259.0	7	0	7
260.0	6	0	6
261.0	8	0	5
262.0	3	0	6
263.0	4	0	7
264.0	7	0	7
265.0	9	0	4
266.0	4	0	8
267.0	7	0	7
268.0	7	0	8
269.0	6	0	11
270.0	8	0	6
271.0	9	0	6
272.0	6	0	9
273.0	8	0	6
274.0	8	0	6
275.0	8	0	7
276.0	9	0	7
277.0	2	0	8
278.0	8	0	7
279.0	11	0	7
280.0	4	0	1
281.0	2	0	3
282.0	4	0	4
283.0	3	0	4
284.0	6	0	6
285.0	3	0	3
286.0	5	0	3
287.0	4	0	3
288.0	2	0	7
289.0	2	0	5
290.0	7	0	3
291.0	2	0	5
292.0	7	0	6
293.0	4	0	7
294.0	8	0	2
295.0	7	0	3
296.0	2	0	4
297.0	4	0	4
298.0	4	0	6
299.0	4	0	2
300.0	4	0	1
301.0	2	0	5
302.0	4	0	4
303.0	6	0	8
304.0	3	0	6
305.0	6	0	5
306.0	2	0	4
307.0	6	0	7
308.0	7	0	2
309.0	6	0	6
310.0	2	0	4
311.0	6	0	3
312.0	4	0	7
313.0	6	0	9
314.0	3	0	4
315.0	6	0	4
316.0	10	0	4
317.0	4	0	4
318.0	5	0	1
319.0	3	0	3
320.0	1	0	3
321.0	0	0	4
322.0	5	0	1
323.0	1	0	0
324.0	5	0	4
325.0	2	0	1
326.0	2	0	6
327.0	0	0	3
328.0	4	0	0
329.0	0	0	2
330.0	2	0	2
331.0	3	0	7
332.0	6	0	1
333.0	4	0	3
334.0	1	0	3
335.0	4	0	2
336.0	1	0	1
337.0	4	0	3
338.0	0	0	4
339.0	4	0	4
340.0	2	0	2
341.0	3	0	2
342.0	4	0	5
343.0	3	0	5
344.0	4	0	1
345.0	2	0	3
346.0	4	0	6
347.0	4	0	0
348.0	4	0	0
349.0	2	0	2
352.0	1	0	0
353.0	0	0	2
354.0	2	0	0
355.0	0	0	2
356.0	2	0	1
357.0	2	0	2
358.0	0	0	1
359.0	2	0	2
360.0	2	0	2
361.0	1	0	1
362.0	2	0	2
363.0	4	0	6
364.0	1	0	1
365.0	1	0	2
366.0	1	0	1
367.0	3	0	3
368.0	2	0	1
369.0	2	0	6
370.0	3	0	1
371.0	2	0	0
372.0	3	0	2
373.0	2	0	3
374.0	1	0	1
375.0	1	0	1
376.0	3	0	1
377.0	3	0	0
378.0	0	0	2
379.0	1	0	3
380.0	1	0	3
381.0	2	0	0
382.0	1	0	0
383.0	1	0	0
384.0	3	0	5
385.0	1	0	4
386.0	0	0	1
387.0	4	0	3
388.0	3	0	1
389.0	3	0	1
390.0	0	0	2
391.0	3	0	4
392.0	3	0	1
393.0	0	0	1
394.0	2	0	1
395.0	3	0	1
396.0	1	0	2
397.0	1	0	0
399.0	1	0	1
400.0	2	0	3
401.0	2	0	3
402.0	1	0	2
403.0	2	0	1
404.0	1	0	0
406.0	2	0	2
407.0	1	0	1
408.0	2	0	2
409.0	2	0	0
410.0	2	0	0
412.0	0	0	1
413.0	1	0	2
414.0	0	0	1
415.0	0	0	1
416.0	1	0	0
417.0	2	0	1
418.0	0	0	2
419.0	2	0	1
420.0	0	0	1
421.0	4	0	0
422.0	0	0	2
424.0	0	0	1
425.0	1	0	2
426.0	1	0	0
427.0	1	0	2
428.0	0	0	2
429.0	3	0	1
430.0	2	0	0
431.0	0	0	1
432.0	1	0	0
433.0	0	0	3
434.0	1	0	1
435.0	3	0	0
438.0	1	0	0
439.0	0	0	2
440.0	0	0	2
442.0	4	0	1
443.0	1	0	0
444.0	1	0	2
445.0	0	0	3
446.0	1	0	2
447.0	1	0	0
448.0	1	0	3
449.0	1	0	1
450.0	0	0	1
451.0	2	0	0
452.0	2	0	1
453.0	2	0	0
454.0	2	0	1
456.0	1	0	0
457.0	1	0	1
458.0	0	0	1
459.0	0	0	3
460.0	1	0	2
461.0	1	0	1
462.0	2	0	1
463.0	1	0	0
464.0	0	0	1
465.0	1	0	1
466.0	2	0	1
468.0	1	0	0
469.0	1	0	2
470.0	1	0	0
471.0	1	0	1
472.0	2	0	0
473.0	1	0	0
474.0	0	0	2
476.0	1	0	0
477.0	0	0	1
479.0	2	0	1
480.0	1	0	0
481.0	0	0	1
482.0	0	0	1
483.0	0	0	1
485.0	0	0	1
487.0	2	0	0
488.0	1	0	0
489.0	1	0	0
491.0	0	1	0
494.0	0	0	1
497.0	1	0	0
498.0	0	0	1
503.0	1	0	0
505.0	0	0	1
506.0	0	0	1
507.0	1	0	0
509.0	1	0	1
510.0	0	0	1
511.0	0	0	1
512.0	1	0	1
514.0	1	0	0
515.0	1	0	1
516.0	1	0	0
518.0	1	0	1
520.0	0	0	1
521.0	1	0	1
524.0	1	0	1
526.0	1	0	0
527.0	1	0	3
529.0	1	0	0
531.0	1	0	1
532.0	0	0	1
534.0	1	0	1
535.0	2	0	2
537.0	1	0	0
538.0	0	0	1
541.0	1	0	2
542.0	2	0	0
544.0	1	0	0
547.0	1	0	0
550.0	0	0	1
552.0	1	0	0
560.0	0	0	1
561.0	0	0	1
563.0	1	0	1
565.0	1	0	0
568.0	1	0	1
571.0	0	0	2
572.0	0	0	1
573.0	1	0	0
574.0	1	0	0
576.0	0	0	1
578.0	2	0	0
579.0	1	0	0
583.0	0	0	1
586.0	1	0	1
588.0	1	0	0
599.0	0	0	1
603.0	1	0	0
605.0	0	0	1
609.0	1	0	0
610.0	0	0	2
615.0	3	0	1
616.0	0	0	1
623.0	1	0	0
642.0	0	0	1
643.0	1	0	0
661.0	0	0	1
666.0	1	0	0
671.0	0	0	1
674.0	1	0	0
680.0	0	0	1
682.0	0	0	1
686.0	1	0	0
687.0	1	0	1
691.0	0	0	1
692.0	0	0	1
697.0	1	0	0
698.0	1	0	0
699.0	1	0	0
710.0	0	0	1
715.0	1	0	0
720.0	0	0	1
721.0	1	0	1
727.0	1	0	0
754.0	0	0	1
757.0	1	0	1
759.0	1	0	0
788.0	0	0	1
795.0	1	0	0
797.0	0	0	1
803.0	1	0	0
809.0	1	0	1
854.0	0	0	1
865.0	1	0	0
866.0	0	0	1
878.0	1	0	0
899.0	0	0	1
902.0	1	0	0
903.0	1	0	1
904.0	0	0	1
910.0	1	0	0
930.0	0	0	1
931.0	1	0	1
932.0	1	0	0
1007.0	0	0	1
1010.0	1	0	0
1145.0	0	0	1
1154.0	1	0	0
1223.0	0	0	1
1224.0	1	0	0
1232.0	0	0	1
1235.0	1	0	0
1384.0	0	0	1
1385.0	1	0	0
1479.0	0	0	1
1481.0	1	0	0
1553.0	1	0	1
1570.0	0	0	1
1572.0	1	0	0
1686.0	0	0	1
1687.0	1	0	0
1723.0	0	0	1
1728.0	1	0	0
1900.0	0	0	1
1901.0	1	0	0
2084.0	0	0	1
2087.0	1	0	0
2256.0	0	0	1
2258.0	1	0	0
2378.0	0	0	1
2385.0	1	0	0
2548.0	0	0	1
2551.0	1	0	0
2983.0	0	0	1
2990.0	1	0	0
3843.0	0	0	1
3848.0	1	0	0
3936.0	0	0	1
3951.0	1	0	0
6539.0	0	0	1
6543.0	1	0	0
8015.0	0	0	1
8027.0	1	0	0
8798.0	0	0	1
8820.0	1	0	0
12148.0	0	0	1
12195.0	1	0	0
23222.0	0	0	1
23261.0	1	0	0
47979.0	0	0	1
48157.0	1	0	0
82470.0	0	0	1
82960.0	1	0	0

