## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[C1_R1.sorted.bam] OUTPUT=C1_R1.mLb.mkD.sorted.bam METRICS_FILE=C1_R1.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:27:28 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
C1_R1_T1	107851	25275085	0	1598533	35579	6695936	341541	0.265061	40195194
C1_R1_T2	58692	25273942	0	1098740	23391	6409287	269784	0.253761	42187395

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
98.0	78	0	75
99.0	68	0	50
100.0	51	0	57
101.0	65	0	57
102.0	57	0	55
103.0	35	0	42
104.0	39	0	53
105.0	58	0	34
106.0	43	0	41
107.0	29	0	46
108.0	45	0	33
109.0	45	0	53
110.0	58	0	57
111.0	37	0	31
112.0	34	0	30
113.0	30	0	34
114.0	26	0	18
115.0	24	0	32
116.0	32	0	37
117.0	50	0	46
118.0	36	0	32
119.0	31	0	26
120.0	25	0	28
121.0	30	0	26
122.0	21	0	27
123.0	25	0	24
124.0	24	0	22
125.0	30	0	27
126.0	23	0	33
127.0	24	0	19
128.0	30	0	25
129.0	20	0	20
130.0	17	0	16
131.0	16	0	21
132.0	24	0	16
133.0	24	0	24
134.0	16	0	18
135.0	25	0	23
136.0	23	0	22
137.0	17	0	20
138.0	16	0	21
139.0	20	0	17
140.0	20	0	19
141.0	18	0	23
142.0	21	0	11
143.0	17	0	20
144.0	9	0	14
145.0	19	0	15
146.0	20	0	19
147.0	18	0	19
148.0	19	0	16
149.0	17	0	15
150.0	11	0	12
151.0	14	0	12
152.0	9	0	11
153.0	13	0	9
154.0	10	0	11
155.0	7	0	9
156.0	13	0	13
157.0	9	0	9
158.0	13	0	9
159.0	9	0	10
160.0	11	0	12
161.0	11	0	9
162.0	11	0	12
163.0	6	0	6
164.0	8	0	8
165.0	11	0	11
166.0	10	0	13
167.0	6	1	8
168.0	10	0	13
169.0	12	0	5
170.0	12	0	8
171.0	5	0	8
172.0	8	0	10
173.0	7	0	4
174.0	8	0	8
175.0	8	0	10
176.0	12	0	8
177.0	4	0	13
178.0	11	0	8
179.0	13	0	8
180.0	7	0	9
181.0	7	0	5
182.0	7	0	13
183.0	11	0	7
184.0	8	0	4
185.0	5	0	6
186.0	5	0	4
187.0	5	0	7
188.0	7	0	11
189.0	8	0	6
190.0	7	0	5
191.0	7	0	4
192.0	3	0	1
193.0	5	0	5
194.0	1	0	3
195.0	3	0	2
196.0	2	0	7
197.0	4	0	5
198.0	9	0	5
199.0	1	0	2
200.0	8	0	5
201.0	2	0	1
202.0	3	0	5
203.0	4	0	5
204.0	2	0	1
205.0	3	0	1
206.0	2	0	4
207.0	1	0	2
208.0	3	0	3
209.0	2	0	2
210.0	5	0	4
211.0	3	0	0
212.0	1	0	5
213.0	5	0	6
214.0	3	0	7
215.0	8	0	4
216.0	2	0	2
217.0	3	0	2
218.0	5	0	2
219.0	1	0	3
220.0	4	0	4
221.0	4	0	1
222.0	3	0	2
223.0	2	0	2
224.0	0	0	2
225.0	1	0	5
226.0	6	0	4
227.0	3	0	1
228.0	2	0	8
229.0	4	0	3
230.0	2	0	0
231.0	4	0	3
232.0	5	0	5
233.0	2	0	2
234.0	1	0	2
235.0	4	0	3
236.0	3	0	2
237.0	3	0	1
238.0	1	0	3
239.0	0	0	3
240.0	1	0	4
241.0	8	0	4
242.0	2	0	2
243.0	4	0	3
244.0	3	0	0
245.0	1	0	2
246.0	1	0	2
247.0	4	0	1
249.0	2	0	3
250.0	0	0	3
251.0	2	0	2
252.0	3	0	1
253.0	3	0	1
254.0	1	0	2
255.0	2	0	0
256.0	1	0	3
257.0	0	0	3
259.0	2	0	0
260.0	2	0	0
261.0	0	0	1
262.0	1	0	1
263.0	2	0	1
264.0	0	0	1
265.0	0	0	1
266.0	1	0	2
267.0	1	0	3
268.0	1	0	2
269.0	4	0	2
270.0	5	0	0
272.0	0	0	1
273.0	1	0	2
274.0	2	0	1
275.0	0	0	1
276.0	1	0	2
277.0	1	0	0
278.0	1	0	1
279.0	0	0	3
280.0	3	0	2
281.0	1	0	2
282.0	3	0	1
283.0	2	0	2
284.0	3	0	2
285.0	1	0	3
286.0	4	0	1
287.0	0	0	2
288.0	4	0	1
289.0	0	0	1
290.0	0	0	2
291.0	1	0	0
293.0	1	0	0
294.0	1	0	0
295.0	0	0	1
296.0	0	0	2
298.0	1	0	1
299.0	2	0	1
300.0	0	0	3
301.0	2	0	0
302.0	2	0	1
303.0	0	0	1
304.0	1	0	0
305.0	2	0	1
307.0	1	0	2
308.0	0	0	2
309.0	3	0	0
310.0	1	0	0
313.0	0	0	2
314.0	0	0	2
315.0	1	0	0
316.0	0	0	1
317.0	2	0	1
319.0	3	0	2
320.0	3	0	2
321.0	0	1	0
322.0	1	0	2
323.0	0	0	1
324.0	2	0	1
325.0	2	0	1
326.0	2	0	3
327.0	0	0	1
329.0	2	0	1
330.0	3	0	3
333.0	1	0	0
334.0	1	0	0
338.0	0	0	1
342.0	1	0	1
343.0	1	0	1
344.0	1	0	0
353.0	0	0	1
355.0	1	0	0
356.0	1	0	2
357.0	1	0	0
359.0	1	0	1
361.0	0	0	1
362.0	1	0	0
370.0	1	0	2
371.0	0	0	1
372.0	2	0	2
373.0	1	0	1
374.0	1	0	0
375.0	1	0	0
380.0	1	0	1
384.0	0	0	1
388.0	1	0	0
397.0	0	0	1
398.0	1	0	0
404.0	0	0	1
407.0	1	0	0
415.0	0	0	1
416.0	1	0	0
430.0	0	0	2
431.0	1	0	0
434.0	1	0	1
435.0	2	0	2
439.0	1	0	1
441.0	0	0	1
442.0	1	0	0
444.0	1	0	0
445.0	0	0	1
450.0	2	0	1
457.0	1	0	1
460.0	0	0	1
462.0	1	0	0
472.0	1	0	1
503.0	0	0	1
506.0	1	0	0
512.0	0	0	1
514.0	1	0	2
515.0	1	0	1
521.0	1	0	0
522.0	1	0	1
526.0	1	0	0
541.0	0	0	1
546.0	1	0	0
638.0	0	0	1
640.0	1	0	0
666.0	0	0	1
667.0	1	0	0
675.0	0	0	1
676.0	1	0	0
678.0	0	0	1
688.0	1	0	0
739.0	1	0	1
772.0	0	0	1
773.0	1	0	0
778.0	1	0	1
805.0	0	0	1
807.0	1	0	0
867.0	1	0	1
962.0	1	0	1
1322.0	1	0	1
1516.0	0	0	1
1518.0	1	0	0
1735.0	0	0	1
1736.0	1	0	0
1739.0	1	0	1
1819.0	0	0	1
1821.0	1	0	0
1964.0	0	0	1
1965.0	1	0	0
2010.0	0	0	1
2011.0	1	0	0
2030.0	0	0	1
2036.0	1	0	0
2281.0	0	0	1
2282.0	1	0	0
2352.0	0	0	1
2353.0	1	0	0
2372.0	1	0	1
3101.0	0	0	1
3104.0	1	0	0
3339.0	0	0	1
3342.0	1	0	0
4540.0	0	0	1
4546.0	1	0	0
5494.0	0	0	1
5503.0	1	0	0
6631.0	0	0	1
6650.0	1	0	0
7053.0	0	0	1
7060.0	1	0	0
8974.0	0	0	1
8985.0	1	0	0
9420.0	0	0	1
9441.0	1	0	0
11408.0	0	0	1
11421.0	1	0	0
12049.0	0	0	1
12082.0	1	0	0
20686.0	0	0	1
20735.0	1	0	0
26169.0	0	0	1
26238.0	1	0	0
38073.0	0	0	1
38239.0	1	0	0
56135.0	0	0	1
56455.0	1	0	0

