## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[C4_R2.sorted.bam] OUTPUT=C4_R2.mLb.mkD.sorted.bam METRICS_FILE=C4_R2.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:24:22 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
C4_R2_T1	39367	19518489	0	811463	18370	4808143	187264	0.24656	33696091
C4_R2_T2	41570	16552428	0	583708	17511	3904792	169783	0.236137	30230870

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
99.0	20	0	19
100.0	16	0	21
101.0	27	0	25
102.0	19	0	16
103.0	21	0	29
104.0	24	0	20
105.0	17	0	16
106.0	17	0	22
107.0	24	0	24
108.0	18	0	11
109.0	13	0	18
110.0	23	0	18
111.0	20	0	29
112.0	23	0	12
113.0	12	0	12
114.0	9	0	9
115.0	16	0	17
116.0	13	0	14
117.0	14	0	14
118.0	12	0	11
119.0	10	0	14
120.0	16	0	6
121.0	4	0	8
122.0	6	0	7
123.0	4	0	5
124.0	13	0	11
125.0	11	0	11
126.0	16	0	18
127.0	9	0	9
128.0	13	0	8
129.0	8	0	7
130.0	6	0	5
131.0	7	0	11
132.0	9	0	7
133.0	7	0	9
134.0	6	0	2
135.0	7	0	7
136.0	3	0	4
137.0	5	0	8
138.0	8	0	4
139.0	6	0	7
141.0	6	0	8
142.0	6	0	5
143.0	10	0	7
144.0	4	0	3
145.0	4	0	5
146.0	5	0	6
147.0	3	0	3
148.0	2	0	5
149.0	6	0	4
150.0	3	0	2
151.0	1	0	5
152.0	6	0	1
153.0	5	0	4
154.0	4	0	7
155.0	3	0	5
156.0	3	0	2
157.0	5	0	5
158.0	4	0	2
159.0	2	0	5
160.0	5	0	6
161.0	4	0	4
162.0	8	0	1
163.0	4	0	5
164.0	1	0	2
165.0	2	0	2
166.0	2	0	3
167.0	1	0	0
168.0	4	0	4
169.0	3	0	3
170.0	2	0	5
171.0	3	0	3
172.0	6	0	1
173.0	1	0	2
174.0	2	0	3
175.0	1	0	1
176.0	3	0	3
177.0	3	0	2
178.0	1	0	3
179.0	1	0	1
180.0	5	0	4
181.0	1	0	0
182.0	2	0	1
183.0	1	0	1
186.0	1	0	2
187.0	2	0	3
188.0	1	0	0
189.0	3	0	3
190.0	0	0	2
191.0	0	0	1
192.0	2	0	0
193.0	1	0	1
194.0	0	0	1
195.0	2	0	2
196.0	2	0	0
197.0	1	0	1
198.0	0	0	1
199.0	3	0	2
200.0	2	0	2
201.0	1	0	0
202.0	0	0	3
203.0	1	0	1
204.0	3	0	1
205.0	1	0	0
207.0	0	0	2
208.0	1	0	3
209.0	4	0	0
210.0	1	0	2
211.0	0	0	2
212.0	1	0	3
213.0	4	0	2
214.0	2	0	0
216.0	3	0	3
217.0	1	0	0
218.0	0	0	1
220.0	2	0	2
222.0	1	0	2
223.0	1	0	2
224.0	2	0	3
225.0	2	0	1
226.0	2	0	0
227.0	1	0	0
228.0	0	0	2
230.0	1	0	0
231.0	0	0	1
232.0	1	0	0
233.0	2	0	3
234.0	3	0	1
236.0	0	0	1
237.0	1	0	0
238.0	1	0	1
239.0	0	0	2
240.0	0	0	1
241.0	2	0	1
242.0	4	0	3
243.0	1	0	0
246.0	1	0	1
248.0	0	0	1
250.0	1	0	0
252.0	0	0	1
254.0	0	0	1
255.0	1	0	0
256.0	1	0	0
258.0	0	0	2
259.0	1	0	0
260.0	1	0	0
261.0	1	0	1
263.0	0	0	1
264.0	1	0	0
265.0	0	0	1
267.0	1	0	0
268.0	0	0	1
270.0	1	0	0
272.0	0	0	1
273.0	1	0	0
275.0	0	0	1
281.0	1	0	0
285.0	0	0	1
286.0	1	0	2
288.0	2	0	0
290.0	0	0	1
291.0	1	0	1
292.0	1	0	1
294.0	1	0	0
298.0	0	0	1
300.0	2	0	1
303.0	0	0	1
305.0	1	0	0
310.0	0	0	1
312.0	1	0	0
313.0	0	0	1
314.0	1	0	1
315.0	1	0	0
318.0	0	0	1
320.0	1	0	0
323.0	0	0	1
324.0	1	0	0
332.0	0	0	1
333.0	0	0	1
334.0	1	0	0
336.0	1	0	0
349.0	0	0	2
350.0	1	0	0
352.0	1	0	0
381.0	1	0	1
584.0	0	0	1
585.0	1	0	0
623.0	0	0	1
624.0	1	0	0
1247.0	0	0	1
1250.0	1	0	0
1513.0	0	0	1
1514.0	1	0	0
1804.0	0	0	1
1811.0	1	0	0
2531.0	0	0	1
2538.0	1	0	0
3608.0	0	0	1
3615.0	1	0	0

