## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[IK0_R1.sorted.bam] OUTPUT=IK0_R1.mLb.mkD.sorted.bam METRICS_FILE=IK0_R1.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:30:06 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IK0_R1_T1	107626	33898896	0	1553996	45113	12494663	432357	0.368666	34429076
IK0_R1_T2	49505	25946915	0	1366627	23007	9373591	270031	0.361359	27020072

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
157.0	69	0	73
158.0	59	0	72
159.0	81	0	77
160.0	63	0	58
161.0	64	0	63
162.0	70	0	46
163.0	54	0	48
164.0	57	0	69
165.0	55	0	64
166.0	57	0	54
167.0	53	0	58
168.0	65	0	63
169.0	59	0	50
170.0	59	0	46
171.0	47	0	36
172.0	43	0	46
173.0	39	0	45
174.0	46	0	57
175.0	40	0	39
176.0	50	0	41
177.0	42	0	54
178.0	53	0	42
179.0	49	0	51
180.0	39	0	36
181.0	41	0	37
182.0	34	0	36
183.0	35	0	35
184.0	31	0	41
185.0	41	0	32
186.0	39	0	34
187.0	27	0	39
188.0	44	0	43
189.0	38	0	41
190.0	41	0	36
191.0	44	0	54
192.0	56	0	43
193.0	40	0	43
194.0	38	0	32
195.0	28	0	30
196.0	41	0	39
197.0	31	0	32
198.0	37	0	36
199.0	38	0	28
200.0	22	0	28
201.0	32	0	37
202.0	29	0	28
203.0	39	0	34
204.0	32	0	27
205.0	29	0	30
206.0	31	0	27
207.0	26	0	33
208.0	25	0	29
209.0	28	0	30
210.0	35	0	26
211.0	29	0	19
212.0	20	0	28
213.0	28	1	26
214.0	23	0	28
215.0	26	0	28
216.0	29	0	20
217.0	27	0	28
218.0	28	0	27
219.0	23	0	22
220.0	18	0	23
221.0	26	0	29
222.0	23	0	32
223.0	29	0	22
224.0	26	0	31
225.0	26	0	27
226.0	32	0	28
227.0	23	0	22
228.0	34	0	14
229.0	22	0	22
230.0	17	0	20
231.0	17	0	13
232.0	15	0	19
233.0	16	0	15
234.0	16	0	23
235.0	19	0	23
236.0	19	0	17
237.0	16	0	14
238.0	22	0	20
239.0	24	0	18
240.0	17	0	17
241.0	18	0	20
242.0	9	0	17
243.0	20	0	10
244.0	13	0	21
245.0	26	0	10
246.0	11	0	16
247.0	18	0	18
248.0	11	0	19
249.0	10	0	14
250.0	20	0	12
251.0	15	0	21
252.0	13	0	16
253.0	15	0	10
254.0	14	0	12
255.0	12	0	12
256.0	14	0	13
257.0	12	0	11
258.0	14	0	15
259.0	20	0	15
260.0	9	0	13
261.0	15	0	13
262.0	10	0	10
263.0	10	0	9
264.0	12	0	10
265.0	11	0	13
266.0	12	0	12
267.0	16	0	14
268.0	10	0	10
269.0	16	0	11
270.0	9	0	10
271.0	9	0	14
272.0	17	0	11
273.0	9	0	13
274.0	11	0	16
275.0	16	0	15
276.0	13	0	11
277.0	11	0	16
278.0	15	0	6
279.0	10	0	14
280.0	14	0	16
281.0	12	0	12
282.0	12	0	7
283.0	8	0	7
284.0	9	0	5
285.0	9	0	7
286.0	7	0	8
287.0	10	0	10
288.0	4	0	6
289.0	7	0	8
290.0	6	0	5
291.0	10	0	11
292.0	4	0	11
293.0	10	0	11
294.0	15	0	12
295.0	11	0	7
296.0	10	0	10
297.0	13	0	9
298.0	8	0	3
299.0	7	0	7
300.0	4	0	6
301.0	6	0	11
302.0	4	0	10
303.0	9	0	11
304.0	9	0	4
305.0	6	0	5
306.0	14	0	9
307.0	3	0	8
308.0	5	0	11
309.0	10	0	9
310.0	11	0	11
311.0	8	0	7
312.0	11	0	7
313.0	9	0	7
314.0	7	0	9
315.0	9	0	6
316.0	4	0	6
317.0	10	0	4
318.0	8	0	7
319.0	3	0	9
320.0	6	0	8
321.0	7	0	6
322.0	4	0	8
323.0	9	0	7
324.0	8	0	12
325.0	11	0	8
326.0	11	0	1
327.0	3	0	6
328.0	7	0	5
329.0	5	0	6
330.0	5	0	10
331.0	8	0	6
332.0	7	0	11
333.0	7	0	3
334.0	9	0	5
335.0	3	0	6
336.0	7	0	5
337.0	6	0	2
338.0	6	0	9
339.0	3	0	3
340.0	7	0	4
341.0	5	0	9
342.0	4	0	4
343.0	5	0	2
344.0	6	0	7
345.0	6	0	6
346.0	4	0	2
347.0	4	0	6
348.0	2	0	4
349.0	5	0	6
350.0	7	0	4
351.0	3	0	8
352.0	4	0	6
353.0	6	0	1
354.0	5	0	4
355.0	6	0	3
356.0	4	0	4
357.0	3	0	5
358.0	5	0	3
359.0	0	0	2
360.0	2	0	4
361.0	2	0	2
362.0	9	0	4
363.0	4	0	3
364.0	3	0	7
365.0	2	0	10
366.0	7	0	2
367.0	5	0	3
368.0	4	0	2
369.0	6	0	4
370.0	3	0	0
371.0	3	0	1
372.0	3	0	3
373.0	3	0	5
374.0	3	0	3
375.0	1	0	4
376.0	3	0	4
377.0	3	0	2
378.0	5	0	7
379.0	2	0	4
380.0	3	0	4
381.0	9	0	1
382.0	3	0	2
383.0	2	0	5
384.0	2	0	3
385.0	3	0	3
386.0	4	0	1
387.0	4	0	2
388.0	2	0	3
389.0	2	0	5
390.0	3	0	1
391.0	3	0	1
392.0	3	0	6
393.0	2	0	5
394.0	2	0	2
395.0	3	0	3
396.0	3	0	6
397.0	1	0	3
398.0	5	0	1
399.0	9	0	1
400.0	0	0	2
401.0	2	0	2
402.0	1	0	3
403.0	1	0	4
404.0	3	0	2
405.0	3	0	6
406.0	4	0	4
407.0	4	0	2
408.0	2	0	1
409.0	3	0	3
410.0	3	0	4
411.0	5	0	3
412.0	1	0	5
413.0	7	0	5
414.0	3	0	2
415.0	2	0	1
416.0	2	0	5
417.0	3	0	4
418.0	5	0	2
419.0	3	0	3
420.0	3	0	3
421.0	2	0	2
422.0	3	0	3
423.0	1	0	3
424.0	4	0	4
425.0	3	0	0
426.0	3	0	3
427.0	1	0	2
428.0	4	0	3
429.0	1	0	3
430.0	7	0	2
431.0	4	0	2
432.0	0	0	3
433.0	1	0	1
434.0	2	0	5
435.0	3	0	1
436.0	3	0	1
437.0	1	0	1
438.0	1	0	1
439.0	1	0	4
440.0	3	0	5
441.0	0	0	2
442.0	2	0	1
443.0	4	0	3
444.0	5	0	3
445.0	2	0	4
446.0	0	0	1
447.0	5	0	1
448.0	1	0	2
449.0	4	0	4
450.0	1	0	2
451.0	2	0	1
452.0	3	0	1
453.0	1	0	1
454.0	2	1	2
455.0	1	0	3
456.0	4	0	0
457.0	2	0	2
459.0	2	0	0
460.0	0	0	2
461.0	1	0	2
462.0	2	0	1
463.0	2	0	1
464.0	0	0	1
465.0	1	0	3
466.0	2	0	3
467.0	4	0	4
468.0	1	0	2
469.0	2	0	0
470.0	3	0	3
471.0	1	0	1
472.0	4	0	3
473.0	0	0	1
474.0	2	0	4
475.0	2	0	3
476.0	2	0	1
477.0	1	0	3
478.0	3	0	1
479.0	2	0	1
480.0	1	0	2
481.0	3	0	1
482.0	1	0	2
483.0	2	0	1
484.0	1	0	2
485.0	2	0	2
486.0	4	0	1
487.0	1	0	1
488.0	1	0	1
489.0	1	0	0
490.0	4	0	4
491.0	2	0	0
493.0	0	0	3
494.0	1	0	2
495.0	2	0	1
496.0	1	0	1
497.0	0	0	1
498.0	2	0	2
499.0	2	0	1
500.0	3	0	1
501.0	1	0	0
502.0	0	0	1
503.0	0	0	2
504.0	2	0	1
506.0	0	0	2
507.0	2	0	0
508.0	0	0	2
509.0	1	0	1
510.0	0	0	2
511.0	1	0	2
512.0	5	0	0
513.0	1	0	2
514.0	1	0	2
515.0	0	0	2
516.0	4	0	3
517.0	1	0	2
518.0	2	0	0
519.0	1	0	2
520.0	1	0	1
521.0	3	0	0
523.0	1	0	0
526.0	1	0	1
527.0	0	0	1
528.0	0	0	2
529.0	1	0	3
530.0	1	0	1
531.0	0	0	2
532.0	3	0	1
533.0	3	0	2
534.0	2	0	0
535.0	2	0	0
536.0	1	0	2
537.0	1	0	0
538.0	0	0	3
539.0	2	0	2
540.0	1	0	0
541.0	2	0	0
542.0	1	0	0
543.0	1	0	3
545.0	2	0	0
547.0	0	0	1
548.0	1	0	0
551.0	0	0	2
552.0	0	0	1
554.0	1	0	1
555.0	0	0	1
556.0	2	0	1
557.0	0	0	3
558.0	1	0	0
559.0	1	0	0
560.0	1	0	1
561.0	2	0	1
562.0	1	0	2
563.0	1	0	2
564.0	0	0	1
565.0	2	0	2
566.0	1	0	0
567.0	0	0	2
568.0	2	0	1
569.0	3	0	0
570.0	1	0	0
571.0	1	0	1
573.0	1	0	0
574.0	1	0	0
575.0	0	0	2
576.0	0	0	2
577.0	1	0	1
578.0	1	0	0
579.0	1	0	0
580.0	2	0	0
581.0	0	0	3
582.0	1	0	0
583.0	1	0	2
585.0	2	0	0
586.0	1	0	2
587.0	0	0	1
588.0	1	0	1
590.0	1	0	0
591.0	1	0	0
592.0	1	0	2
593.0	1	0	2
594.0	1	0	0
595.0	0	0	1
596.0	0	0	1
597.0	2	0	1
598.0	1	0	0
599.0	1	0	1
600.0	1	0	1
603.0	1	0	0
605.0	2	0	4
606.0	1	0	1
608.0	2	0	0
610.0	2	0	2
614.0	1	0	0
616.0	1	0	0
617.0	0	0	1
618.0	0	0	1
619.0	0	0	1
622.0	1	0	0
623.0	1	0	1
624.0	1	0	1
625.0	0	0	1
626.0	1	0	0
628.0	0	0	1
629.0	0	0	1
630.0	1	0	0
633.0	1	0	0
634.0	0	0	1
636.0	1	0	1
637.0	1	0	0
639.0	1	0	0
641.0	1	0	0
644.0	0	0	2
645.0	0	0	2
648.0	1	0	0
649.0	1	0	0
651.0	1	0	0
652.0	0	0	1
653.0	1	0	2
654.0	2	0	0
656.0	1	0	0
658.0	0	0	1
662.0	0	0	1
664.0	2	0	1
669.0	1	0	0
674.0	0	0	1
676.0	0	0	1
679.0	1	0	1
680.0	1	0	0
686.0	1	0	0
689.0	0	0	1
693.0	0	0	1
694.0	1	0	1
695.0	1	0	0
700.0	1	0	0
702.0	0	0	2
706.0	0	0	1
707.0	1	0	0
708.0	1	0	0
712.0	1	0	0
714.0	0	0	2
718.0	1	0	0
723.0	1	0	1
725.0	1	0	1
728.0	0	0	1
730.0	1	0	0
734.0	1	0	2
737.0	0	0	1
740.0	2	0	1
741.0	1	0	0
743.0	1	0	0
746.0	0	0	1
751.0	1	0	0
764.0	0	0	1
767.0	0	0	1
769.0	0	0	2
770.0	0	0	1
771.0	0	0	1
772.0	2	0	0
775.0	2	0	0
779.0	2	0	2
780.0	1	0	0
785.0	0	0	1
786.0	1	0	0
788.0	0	0	2
789.0	1	0	0
792.0	1	0	0
796.0	1	0	0
804.0	0	0	1
808.0	0	0	1
809.0	1	0	0
810.0	0	0	1
813.0	1	0	0
814.0	1	0	0
834.0	0	0	1
835.0	0	0	1
840.0	1	0	0
842.0	1	0	0
866.0	0	0	1
870.0	1	0	0
904.0	0	0	1
911.0	1	0	1
912.0	0	0	1
914.0	1	0	0
915.0	0	0	1
916.0	1	0	1
920.0	1	0	0
922.0	0	0	1
926.0	1	0	0
928.0	1	0	1
931.0	1	0	0
973.0	0	0	1
977.0	1	0	1
983.0	0	0	1
985.0	1	0	0
988.0	1	0	0
993.0	0	0	2
1003.0	1	0	0
1008.0	1	0	0
1011.0	0	0	1
1014.0	0	0	1
1016.0	1	0	0
1018.0	1	0	0
1037.0	0	0	1
1047.0	1	0	1
1052.0	1	0	0
1067.0	0	0	1
1068.0	1	0	0
1146.0	0	0	1
1156.0	1	0	0
1162.0	0	0	1
1176.0	1	0	0
1197.0	0	0	1
1204.0	1	0	0
1281.0	0	0	1
1289.0	1	0	0
1475.0	0	0	1
1478.0	1	0	0
1516.0	0	0	1
1536.0	1	0	0
1627.0	0	0	1
1628.0	1	0	0
2030.0	1	0	1
2232.0	0	0	1
2233.0	1	0	0
2613.0	0	0	1
2615.0	1	0	0
2973.0	0	0	1
2976.0	1	0	0
3005.0	0	0	1
3008.0	1	0	0
3040.0	0	0	1
3049.0	1	0	0
3354.0	0	0	1
3355.0	1	0	0
3608.0	0	0	1
3612.0	1	0	0
3679.0	0	0	1
3684.0	1	0	0
4310.0	0	0	1
4311.0	1	0	0
5064.0	0	0	1
5077.0	1	0	0
5903.0	0	0	1
5911.0	1	0	0
6838.0	0	0	1
6858.0	1	0	0
10713.0	0	0	1
10730.0	1	0	0
21897.0	0	0	1
21942.0	1	0	0
26389.0	0	0	1
26447.0	1	0	0
36463.0	0	0	1
36572.0	1	0	0
46377.0	0	0	1
46589.0	1	0	0
76365.0	0	0	1
76818.0	1	0	0

