## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[C0_R1.sorted.bam] OUTPUT=C0_R1.mLb.mkD.sorted.bam METRICS_FILE=C0_R1.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:30:06 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
C0_R1_T1	59465	31786129	0	1118193	28263	8729712	311721	0.274827	47799831
C0_R1_T2	80616	26319874	0	1194472	32356	9516410	302042	0.361628	27419851

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
95.0	210	0	200
96.0	212	0	184
97.0	175	0	187
98.0	181	0	157
99.0	164	0	169
100.0	145	0	165
101.0	159	0	151
102.0	149	0	159
103.0	175	0	161
104.0	139	0	144
105.0	145	0	140
106.0	155	0	153
107.0	151	0	161
108.0	137	0	129
109.0	132	0	123
110.0	136	0	142
111.0	135	0	132
112.0	129	0	132
113.0	135	0	119
114.0	111	0	122
115.0	108	0	111
116.0	123	0	113
117.0	102	0	100
118.0	109	0	111
119.0	107	0	105
120.0	106	0	98
121.0	89	0	88
122.0	103	0	114
123.0	99	0	93
124.0	93	0	82
125.0	91	0	100
126.0	94	0	92
127.0	95	0	83
128.0	83	0	80
129.0	79	0	74
130.0	70	0	80
131.0	77	0	78
132.0	72	0	76
133.0	84	0	83
134.0	85	0	87
135.0	76	0	79
136.0	72	0	58
137.0	68	0	63
138.0	53	0	65
139.0	78	0	65
140.0	60	0	68
141.0	67	0	62
142.0	60	0	63
143.0	60	0	61
144.0	57	0	51
145.0	67	0	54
146.0	48	0	51
147.0	52	0	58
148.0	53	0	49
149.0	46	0	51
150.0	60	0	57
151.0	47	0	47
152.0	56	0	55
153.0	51	0	51
154.0	51	0	46
155.0	46	0	46
156.0	52	0	42
157.0	31	0	39
158.0	40	0	29
159.0	38	0	40
160.0	33	0	41
161.0	44	0	46
162.0	40	0	45
163.0	35	0	32
164.0	45	0	36
165.0	41	0	36
166.0	40	0	41
167.0	27	0	37
168.0	39	0	35
169.0	33	0	29
170.0	22	0	32
171.0	48	0	29
172.0	28	0	34
173.0	23	0	30
174.0	38	0	41
175.0	17	0	16
176.0	41	0	37
177.0	24	0	28
178.0	31	0	32
179.0	33	0	24
180.0	30	0	25
181.0	25	0	33
182.0	23	0	31
183.0	39	0	31
184.0	36	0	28
185.0	22	0	27
186.0	23	0	15
187.0	23	0	27
188.0	17	0	28
189.0	23	0	21
190.0	21	0	20
191.0	32	0	16
192.0	19	0	25
193.0	23	0	26
194.0	24	0	24
195.0	21	0	18
196.0	21	0	23
197.0	29	0	27
198.0	26	0	26
199.0	18	0	20
200.0	16	0	18
201.0	27	0	18
202.0	17	0	20
203.0	25	0	22
204.0	19	0	25
205.0	13	0	20
206.0	20	0	13
207.0	22	0	16
208.0	16	0	19
209.0	18	0	15
210.0	17	0	16
211.0	17	0	16
212.0	16	0	21
213.0	24	0	17
214.0	14	0	20
215.0	16	0	15
216.0	12	0	17
217.0	18	0	15
218.0	16	0	17
219.0	17	0	8
220.0	12	0	11
221.0	11	0	13
222.0	9	0	19
223.0	21	0	12
224.0	13	0	11
225.0	14	0	8
226.0	9	0	15
227.0	11	0	15
228.0	16	0	17
229.0	17	0	17
230.0	16	0	10
231.0	12	0	13
232.0	14	0	13
233.0	15	0	16
234.0	16	0	6
235.0	7	0	11
236.0	10	0	13
237.0	9	0	9
238.0	10	0	13
239.0	8	0	12
240.0	13	0	14
241.0	10	0	6
242.0	13	0	6
243.0	10	0	9
244.0	8	0	11
245.0	6	0	10
246.0	11	0	7
247.0	10	0	10
248.0	8	0	9
249.0	6	0	10
250.0	12	0	9
251.0	14	0	8
252.0	7	0	9
253.0	8	0	8
254.0	8	0	9
255.0	10	0	8
256.0	7	0	10
257.0	12	0	9
258.0	10	0	10
259.0	7	0	8
260.0	8	0	12
261.0	10	0	6
262.0	7	0	6
263.0	6	0	11
264.0	6	0	8
265.0	7	0	8
266.0	14	0	7
267.0	6	0	9
268.0	13	0	12
269.0	6	0	5
270.0	13	0	9
271.0	9	0	4
272.0	7	0	12
273.0	5	0	12
274.0	7	0	5
275.0	9	0	2
276.0	7	0	4
277.0	4	0	7
278.0	5	0	8
279.0	4	0	4
280.0	10	0	11
281.0	6	0	5
282.0	8	0	13
283.0	8	0	2
284.0	6	0	5
285.0	9	0	10
286.0	3	0	5
287.0	9	0	5
288.0	7	0	8
289.0	3	0	3
290.0	4	0	6
291.0	0	0	3
292.0	6	0	5
293.0	4	0	10
294.0	9	0	2
295.0	6	0	5
296.0	6	0	3
297.0	3	0	4
298.0	5	0	4
299.0	8	0	6
300.0	2	0	6
301.0	7	0	6
302.0	8	0	6
303.0	1	0	0
304.0	2	0	2
305.0	3	0	3
306.0	3	0	4
307.0	3	0	4
308.0	4	0	5
309.0	4	0	8
310.0	9	0	8
311.0	5	0	6
312.0	3	0	4
313.0	6	0	3
314.0	8	0	5
315.0	5	0	4
316.0	1	0	3
317.0	5	0	8
318.0	3	0	7
319.0	7	0	4
320.0	5	0	1
321.0	9	0	7
322.0	4	0	3
323.0	1	0	2
324.0	2	0	5
325.0	5	0	6
326.0	5	0	4
327.0	4	0	3
328.0	5	0	4
329.0	5	0	1
330.0	4	0	8
331.0	3	0	6
332.0	7	0	3
333.0	3	0	7
334.0	0	0	9
335.0	4	0	3
336.0	9	0	3
337.0	9	0	2
338.0	5	0	5
339.0	2	0	3
340.0	4	0	6
341.0	2	0	4
342.0	7	0	7
343.0	4	0	2
344.0	3	0	1
345.0	3	0	3
346.0	2	0	4
347.0	5	0	2
348.0	4	0	3
349.0	3	0	1
350.0	1	0	0
351.0	1	0	4
352.0	1	0	0
353.0	1	0	5
354.0	5	0	1
355.0	2	0	1
356.0	1	0	3
357.0	3	0	5
358.0	2	0	6
359.0	5	0	3
360.0	3	0	2
361.0	7	0	5
362.0	2	0	0
363.0	1	0	1
364.0	1	0	2
365.0	3	0	2
366.0	1	0	3
367.0	4	0	0
368.0	1	0	1
369.0	1	0	3
371.0	2	0	1
372.0	1	0	1
373.0	1	0	1
374.0	2	0	4
375.0	2	0	2
376.0	4	0	4
377.0	0	0	2
378.0	1	0	3
379.0	1	0	3
380.0	5	0	3
381.0	5	0	4
382.0	2	0	2
383.0	4	0	2
384.0	3	0	1
385.0	2	0	3
386.0	1	0	4
387.0	1	0	2
388.0	2	0	1
389.0	2	0	3
390.0	4	0	3
391.0	1	0	2
392.0	5	0	0
393.0	1	0	1
394.0	1	0	1
395.0	1	0	2
396.0	1	0	1
397.0	3	0	2
398.0	1	0	2
399.0	4	0	1
400.0	0	0	2
401.0	1	0	3
402.0	1	0	0
403.0	4	0	0
404.0	0	0	5
405.0	3	0	4
406.0	2	0	1
407.0	2	0	1
408.0	1	0	3
409.0	2	0	2
410.0	1	0	2
411.0	1	0	0
412.0	5	0	3
413.0	1	0	1
414.0	2	0	1
415.0	2	0	1
416.0	1	0	0
417.0	2	0	0
418.0	0	0	4
419.0	2	0	4
420.0	3	0	3
421.0	5	0	1
422.0	1	0	1
423.0	0	0	1
424.0	2	0	0
425.0	0	0	4
426.0	1	0	2
427.0	2	0	0
428.0	2	0	1
429.0	2	0	1
430.0	1	0	1
431.0	0	0	1
432.0	3	0	1
433.0	0	0	3
435.0	3	0	1
436.0	2	0	0
437.0	0	0	4
438.0	2	0	0
439.0	0	0	1
440.0	2	0	1
441.0	0	0	2
442.0	1	0	1
443.0	0	0	1
444.0	3	0	3
445.0	1	0	1
446.0	1	0	2
447.0	2	0	3
448.0	2	0	3
449.0	3	0	1
450.0	3	0	0
451.0	1	0	3
452.0	1	0	0
453.0	3	0	1
454.0	1	0	1
455.0	1	0	0
456.0	0	0	1
459.0	0	0	1
460.0	1	0	0
461.0	2	0	2
462.0	1	0	0
463.0	0	0	2
464.0	1	0	1
465.0	1	0	0
466.0	1	0	1
469.0	1	0	0
470.0	0	0	1
472.0	0	0	1
473.0	1	0	1
474.0	1	0	0
476.0	1	0	4
477.0	0	0	1
478.0	1	0	1
479.0	2	0	2
481.0	1	0	0
482.0	2	0	1
483.0	2	0	0
484.0	2	0	0
485.0	0	0	2
486.0	0	0	2
489.0	0	0	1
490.0	2	0	0
491.0	3	0	0
500.0	0	0	1
501.0	0	0	1
506.0	1	0	1
507.0	1	0	0
508.0	0	0	2
509.0	0	0	1
510.0	2	0	0
512.0	1	0	0
514.0	1	0	0
517.0	0	0	1
518.0	0	0	1
520.0	2	0	0
521.0	0	0	1
522.0	0	0	1
524.0	1	0	1
525.0	1	0	0
526.0	1	0	1
528.0	0	0	1
530.0	1	0	1
533.0	2	0	0
535.0	1	0	1
536.0	0	0	1
539.0	0	0	2
540.0	1	0	0
541.0	1	0	0
543.0	0	0	1
544.0	1	0	0
545.0	1	0	1
546.0	0	0	2
547.0	0	0	3
548.0	1	0	0
549.0	3	0	1
550.0	0	0	1
552.0	1	0	1
554.0	3	0	1
555.0	1	0	1
557.0	1	0	1
558.0	1	0	0
559.0	1	0	0
561.0	0	0	1
563.0	0	0	1
565.0	1	0	0
566.0	1	0	1
569.0	2	0	1
575.0	0	0	1
578.0	0	0	1
580.0	1	0	0
581.0	0	0	1
582.0	0	0	1
584.0	2	0	1
585.0	0	0	1
586.0	1	0	1
587.0	1	0	0
590.0	1	0	0
592.0	0	0	1
593.0	1	0	0
597.0	0	0	1
598.0	1	0	0
602.0	1	0	0
606.0	1	0	2
607.0	0	0	1
609.0	1	0	1
613.0	1	0	0
614.0	1	0	0
625.0	0	0	1
627.0	0	0	1
632.0	1	0	2
633.0	1	0	0
634.0	1	0	0
638.0	1	0	0
645.0	0	0	1
649.0	1	0	0
651.0	1	0	1
657.0	0	0	2
658.0	0	0	1
659.0	0	0	1
660.0	1	0	0
661.0	2	0	0
663.0	1	0	0
665.0	0	0	1
666.0	1	0	1
669.0	1	0	0
676.0	0	0	1
682.0	0	0	1
683.0	1	0	0
687.0	1	0	0
700.0	0	0	1
704.0	0	0	1
706.0	1	0	0
709.0	1	0	0
715.0	0	0	1
721.0	1	0	0
732.0	0	0	1
737.0	1	0	0
743.0	0	0	1
744.0	0	0	1
747.0	1	0	0
760.0	1	0	0
767.0	0	0	1
769.0	1	0	0
812.0	0	0	1
814.0	1	0	1
818.0	1	0	0
835.0	0	0	1
842.0	1	0	0
844.0	0	0	1
849.0	1	0	1
851.0	1	0	0
861.0	0	0	1
869.0	1	0	0
872.0	0	0	1
877.0	1	0	0
914.0	0	0	1
916.0	1	0	0
943.0	1	0	1
985.0	0	0	1
989.0	1	0	0
998.0	0	0	1
1007.0	1	0	0
1015.0	0	0	1
1022.0	0	0	1
1023.0	1	0	0
1025.0	1	0	0
1072.0	0	0	1
1086.0	1	0	0
1174.0	0	0	1
1175.0	1	0	0
1226.0	0	0	1
1228.0	1	0	0
1242.0	0	0	1
1246.0	0	0	1
1250.0	1	0	0
1251.0	1	0	0
1304.0	1	0	1
1391.0	0	0	1
1394.0	1	0	0
1903.0	0	0	1
1906.0	1	0	0
2053.0	0	0	1
2055.0	1	0	0
2184.0	0	0	1
2186.0	1	0	0
2881.0	0	0	1
2885.0	1	0	0
3010.0	0	0	1
3015.0	1	0	0
5693.0	0	0	1
5700.0	1	0	0
8977.0	0	0	1
8992.0	1	0	0
9524.0	0	0	1
9558.0	1	0	0
12225.0	0	0	1
12272.0	1	0	0

