## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[IK1_R1.sorted.bam] OUTPUT=IK1_R1.mLb.mkD.sorted.bam METRICS_FILE=IK1_R1.mLb.mkD.MarkDuplicates.metrics.txt REMOVE_DUPLICATES=false ASSUME_SORTED=true TMP_DIR=[tmp] VALIDATION_STRINGENCY=LENIENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Feb 24 20:28:44 UTC 2022

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
IK1_R1_T1	99888	25462476	0	1195134	32670	6083850	323348	0.239106	46108170
IK1_R1_T2	41720	24931080	0	1624826	16645	5623265	274316	0.225697	48273083

## HISTOGRAM	java.lang.Double
set_size	all_sets	optical_sets	non_optical_sets
99.0	15	0	22
100.0	34	0	34
101.0	24	0	32
102.0	33	0	29
103.0	30	0	23
104.0	24	0	25
105.0	23	0	23
106.0	30	0	31
107.0	20	0	18
108.0	18	0	20
109.0	25	0	22
110.0	19	0	19
111.0	11	0	11
112.0	17	0	15
113.0	19	0	13
114.0	13	0	20
115.0	19	0	15
116.0	13	0	17
117.0	16	0	15
118.0	17	0	15
119.0	14	0	14
120.0	10	0	13
121.0	11	0	17
122.0	14	0	15
123.0	20	0	15
124.0	14	0	14
125.0	15	0	10
126.0	14	0	13
127.0	13	0	13
128.0	12	0	13
129.0	11	0	10
130.0	13	0	16
131.0	14	0	13
132.0	14	0	15
133.0	7	0	6
134.0	13	0	13
135.0	8	0	7
136.0	10	0	9
137.0	12	0	10
138.0	9	0	10
139.0	10	0	10
140.0	10	0	8
141.0	7	0	8
142.0	7	0	2
143.0	6	0	7
144.0	6	0	12
145.0	10	0	6
146.0	5	0	4
147.0	4	0	4
148.0	4	0	5
149.0	5	0	8
150.0	7	0	3
151.0	5	0	5
152.0	4	0	12
153.0	9	0	6
154.0	5	0	5
155.0	10	0	4
156.0	3	0	3
157.0	5	0	6
158.0	7	0	11
159.0	5	0	9
160.0	12	0	8
161.0	4	0	1
162.0	3	0	15
163.0	11	0	4
164.0	9	0	8
165.0	7	0	2
166.0	4	0	3
167.0	4	0	5
168.0	4	0	2
169.0	4	0	3
170.0	2	0	1
171.0	0	0	1
172.0	3	0	3
173.0	0	0	2
174.0	5	0	1
175.0	4	0	4
176.0	1	0	2
177.0	4	0	7
178.0	2	0	4
179.0	6	0	3
180.0	4	0	5
181.0	1	0	2
182.0	3	0	2
183.0	4	0	2
184.0	1	0	2
185.0	0	0	3
186.0	5	0	2
187.0	2	0	6
188.0	4	0	0
189.0	2	0	1
190.0	3	0	1
191.0	1	0	1
192.0	0	0	2
193.0	1	0	2
194.0	2	0	2
195.0	3	0	2
196.0	1	0	1
197.0	1	0	4
198.0	3	0	0
199.0	1	0	0
200.0	2	0	2
201.0	1	0	1
203.0	1	0	2
204.0	3	0	5
205.0	3	0	1
206.0	1	0	5
207.0	2	0	0
208.0	3	0	2
209.0	2	0	2
210.0	3	0	3
211.0	0	0	1
212.0	3	0	2
213.0	2	0	0
214.0	1	0	2
215.0	0	0	2
216.0	3	0	4
217.0	4	0	2
218.0	2	0	1
219.0	3	0	2
220.0	0	0	2
221.0	2	0	5
222.0	2	0	0
223.0	3	0	4
224.0	3	0	1
225.0	2	0	2
226.0	2	0	1
227.0	2	0	4
228.0	4	0	1
230.0	2	0	3
231.0	1	0	0
234.0	1	0	0
236.0	0	0	1
237.0	1	0	1
238.0	2	0	2
239.0	0	0	1
241.0	3	0	1
242.0	0	0	2
244.0	3	0	1
245.0	0	0	3
246.0	0	0	1
247.0	3	0	1
248.0	1	0	0
250.0	1	0	1
251.0	0	0	1
252.0	1	0	0
254.0	1	0	1
255.0	1	0	0
257.0	0	0	1
259.0	1	0	0
260.0	2	0	2
261.0	0	0	1
262.0	2	0	1
263.0	0	0	1
265.0	1	0	1
267.0	1	0	0
272.0	1	0	1
275.0	0	0	1
278.0	1	0	1
280.0	1	0	0
282.0	0	0	1
289.0	1	0	0
294.0	0	0	1
295.0	1	0	0
300.0	0	1	1
302.0	1	0	0
311.0	0	0	1
312.0	1	0	1
314.0	0	0	1
315.0	1	0	0
319.0	1	0	0
326.0	1	0	1
333.0	0	0	1
335.0	1	0	0
338.0	0	0	1
340.0	1	0	0
355.0	0	0	1
357.0	1	0	0
375.0	0	0	1
376.0	1	0	0
378.0	0	0	1
381.0	1	0	0
389.0	0	0	1
393.0	2	0	1
396.0	0	0	1
397.0	1	0	0
401.0	0	0	1
402.0	1	0	0
405.0	0	0	1
407.0	1	0	0
429.0	0	0	1
431.0	1	0	0
432.0	0	0	2
435.0	1	0	0
436.0	1	0	0
444.0	1	0	1
450.0	1	0	1
457.0	1	0	1
479.0	1	0	1
504.0	0	0	1
507.0	1	0	0
509.0	1	0	1
530.0	1	0	1
534.0	0	0	1
535.0	1	0	0
557.0	0	0	1
558.0	1	0	0
643.0	1	0	1
656.0	0	0	1
657.0	1	0	0
705.0	1	0	1
722.0	1	0	1
768.0	1	0	1
950.0	1	0	1
1003.0	1	0	1
1237.0	1	0	1
1402.0	1	0	1
1430.0	1	0	1
1528.0	0	0	1
1530.0	1	0	0
1756.0	0	0	1
1759.0	1	0	0
2118.0	0	0	1
2125.0	1	0	0
2443.0	0	0	1
2445.0	1	0	0
2961.0	0	0	1
2963.0	1	0	0
3025.0	0	0	1
3027.0	1	0	0
3176.0	1	0	1
3240.0	0	0	1
3248.0	1	0	0
5221.0	0	0	1
5232.0	1	0	0
6597.0	0	0	1
6607.0	1	0	0
9173.0	0	0	1
9207.0	1	0	0
9675.0	0	0	1
9699.0	1	0	0
12201.0	0	0	1
12235.0	1	0	0
13854.0	0	0	1
13883.0	1	0	0
27223.0	0	0	1
27283.0	1	0	0
55219.0	0	0	1
55518.0	1	0	0

